"행정구역별(읍면동)","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"영인면","55~59세","내국인(명)","","620","","","","","586","","","485","463",
"영인면","55~59세","내국인_남자(명)","","328","","","","","328","","","265","261",
"영인면","55~59세","내국인_여자(명)","","292","","","","","258","","","220","202",
"영인면","55~59세","내국인_성비","","112.3","","","","","127.1","","","120.5","129.2",
"영인면","60~64세","총인구(명)","","493","","","","","675","","","722","689",
"영인면","60~64세","총인구_남자(명)","","253","","","","","359","","","399","390",
"영인면","60~64세","총인구_여자(명)","","240","","","","","316","","","323","299",
"영인면","60~64세","총인구_성비","","105.4","","","","","113.6","","","123.5","130.4",
"영인면","60~64세","내국인(명)","","486","","","","","657","","","703","672",
"영인면","60~64세","내국인_남자(명)","","250","","","","","347","","","389","378",
"영인면","60~64세","내국인_여자(명)","","236","","","","","310","","","314","294",
"영인면","60~64세","내국인_성비","","105.9","","","","","111.9","","","123.9","128.6",
"영인면","65~69세","총인구(명)","","474","","","","","499","","","603","650",
"영인면","65~69세","총인구_남자(명)","","234","","","","","256","","","315","344",
"영인면","65~69세","총인구_여자(명)","","240","","","","","243","","","288","306",
"영인면","65~69세","총인구_성비","","97.5","","","","","105.3","","","109.4","112.4",
"영인면","65~69세","내국인(명)","","473","","","","","495","","","596","642",
"영인면","65~69세","내국인_남자(명)","","233","","","","","253","","","310","340",
"영인면","65~69세","내국인_여자(명)","","240","","","","","242","","","286","302",
"영인면","65~69세","내국인_성비","","97.1","","","","","104.5","","","108.4","112.6",
"영인면","70~74세","총인구(명)","","408","","","","","454","","","447","453",
"영인면","70~74세","총인구_남자(명)","","176","","","","","221","","","206","214",
"영인면","70~74세","총인구_여자(명)","","232","","","","","233","","","241","239",
"영인면","70~74세","총인구_성비","","75.9","","","","","94.8","","","85.5","89.5",
"영인면","70~74세","내국인(명)","","404","","","","","452","","","443","448",
"영인면","70~74세","내국인_남자(명)","","174","","","","","220","","","204","211",
"영인면","70~74세","내국인_여자(명)","","230","","","","","232","","","239","237",
"영인면","70~74세","내국인_성비","","75.7","","","","","94.8","","","85.4","89",
"영인면","75~79세","총인구(명)","","470","","","","","355","","","348","383",
"영인면","75~79세","총인구_남자(명)","","199","","","","","144","","","176","187",
"영인면","75~79세","총인구_여자(명)","","271","","","","","211","","","172","196",
"영인면","75~79세","총인구_성비","","73.4","","","","","68.2","","","102.3","95.4",
"영인면","75~79세","내국인(명)","","469","","","","","353","","","345","381",
"영인면","75~79세","내국인_남자(명)","","199","","","","","144","","","176","187",
"영인면","75~79세","내국인_여자(명)","","270","","","","","209","","","169","194",
"영인면","75~79세","내국인_성비","","73.7","","","","","68.9","","","104.1","96.4",
"영인면","80~84세","총인구(명)","","291","","","","","372","","","373","334",
"영인면","80~84세","총인구_남자(명)","","99","","","","","151","","","135","135",
"영인면","80~84세","총인구_여자(명)","","192","","","","","221","","","238","199",
"영인면","80~84세","총인구_성비","","51.6","","","","","68.3","","","56.7","67.8",
"영인면","80~84세","내국인(명)","","290","","","","","372","","","371","331",
"영인면","80~84세","내국인_남자(명)","","98","","","","","151","","","135","135",
"영인면","80~84세","내국인_여자(명)","","192","","","","","221","","","236","196",
"영인면","80~84세","내국인_성비","","51","","","","","68.3","","","57.2","68.9",
"영인면","85~89세","총인구(명)","","124","","","","","177","","","215","230",
"영인면","85~89세","총인구_남자(명)","","28","","","","","50","","","88","88",
"영인면","85~89세","총인구_여자(명)","","96","","","","","127","","","127","142",
"영인면","85~89세","총인구_성비","","29.2","","","","","39.4","","","69.3","62",
"영인면","85~89세","내국인(명)","","124","","","","","177","","","215","229",
"영인면","85~89세","내국인_남자(명)","","28","","","","","50","","","88","88",
"영인면","85~89세","내국인_여자(명)","","96","","","","","127","","","127","141",
"영인면","85~89세","내국인_성비","","29.2","","","","","39.4","","","69.3","62.4",
"영인면","90~94세","총인구(명)","","52","","","","","57","","","85","85",
"영인면","90~94세","총인구_남자(명)","","15","","","","","11","","","19","18",
"영인면","90~94세","총인구_여자(명)","","37","","","","","46","","","66","67",
"영인면","90~94세","총인구_성비","","40.5","","","","","23.9","","","28.8","26.9",
"영인면","90~94세","내국인(명)","","49","","","","","57","","","85","85",
"영인면","90~94세","내국인_남자(명)","","15","","","","","11","","","19","18",
"영인면","90~94세","내국인_여자(명)","","34","","","","","46","","","66","67",
"영인면","90~94세","내국인_성비","","44.1","","","","","23.9","","","28.8","26.9",
"영인면","95~99세","총인구(명)","","9","","","","","10","","","11","20",
"영인면","95~99세","총인구_남자(명)","","X","","","","","X","","","X","X",
"영인면","95~99세","총인구_여자(명)","","6","","","","","6","","","9","16",
"영인면","95~99세","총인구_성비","","50","","","","","66.7","","","22.2","25",
"영인면","95~99세","내국인(명)","","9","","","","","10","","","11","20",
"영인면","95~99세","내국인_남자(명)","","X","","","","","X","","","X","X",
"영인면","95~99세","내국인_여자(명)","","6","","","","","6","","","9","16",
"영인면","95~99세","내국인_성비","","50","","","","","66.7","","","22.2","25",
"영인면","100세이상","총인구(명)","","X","","","","","X","","","X","X",
"영인면","100세이상","총인구_남자(명)","","X","","","","","X","","","X","X",
"영인면","100세이상","총인구_여자(명)","","X","","","","","X","","","X","X",
"영인면","100세이상","총인구_성비","","","","","","","0","","","","",
"영인면","100세이상","내국인(명)","","X","","","","","X","","","X","X",
"영인면","100세이상","내국인_남자(명)","","X","","","","","X","","","X","X",
"영인면","100세이상","내국인_여자(명)","","X","","","","","X","","","X","X",
"영인면","100세이상","내국인_성비","","","","","","","0","","","","",
"영인면","15세미만","총인구(명)","","416","","","","","249","","","224","229",
"영인면","15세미만","총인구_남자(명)","","240","","","","","125","","","110","120",
"영인면","15세미만","총인구_여자(명)","","176","","","","","124","","","114","109",
"영인면","15세미만","총인구_성비","","136.4","","","","","100.8","","","96.5","110.1",
"영인면","15세미만","내국인(명)","","410","","","","","241","","","214","221",
"영인면","15세미만","내국인_남자(명)","","235","","","","","125","","","108","117",
"영인면","15세미만","내국인_여자(명)","","175","","","","","116","","","106","104",
"영인면","15세미만","내국인_성비","","134.3","","","","","107.8","","","101.9","112.5",
"영인면","15~64세","총인구(명)","","4765","","","","","3970","","","3717","3698",
"영인면","15~64세","총인구_남자(명)","","2978","","","","","2565","","","2431","2468",
"영인면","15~64세","총인구_여자(명)","","1787","","","","","1405","","","1286","1230",
"영인면","15~64세","총인구_성비","","166.6","","","","","182.6","","","189","200.7",
"영인면","15~64세","내국인(명)","","3726","","","","","3098","","","2724","2620",
"영인면","15~64세","내국인_남자(명)","","2154","","","","","1821","","","1581","1540",
"영인면","15~64세","내국인_여자(명)","","1572","","","","","1277","","","1143","1080",
"영인면","15~64세","내국인_성비","","137","","","","","142.6","","","138.3","142.6",
"영인면","65세이상","총인구(명)","","1828","","","","","1925","","","2084","2157",
"영인면","65세이상","총인구_남자(명)","","754","","","","","837","","","943","992",
"영인면","65세이상","총인구_여자(명)","","1074","","","","","1088","","","1141","1165",
"영인면","65세이상","총인구_성비","","70.2","","","","","76.9","","","82.6","85.2",
"영인면","65세이상","내국인(명)","","1818","","","","","1917","","","2068","2138",
"영인면","65세이상","내국인_남자(명)","","750","","","","","833","","","936","985",
"영인면","65세이상","내국인_여자(명)","","1068","","","","","1084","","","1132","1153",
"영인면","65세이상","내국인_성비","","70.2","","","","","76.8","","","82.7","85.4",
"영인면","85세이상","총인구(명)","","185","","","","","245","","","313","337",
"영인면","85세이상","총인구_남자(명)","","46","","","","","65","","","111","112",
"영인면","85세이상","총인구_여자(명)","","139","","","","","180","","","202","225",
"영인면","85세이상","총인구_성비","","33.1","","","","","36.1","","","55","49.8",
"영인면","85세이상","내국인(명)","","182","","","","","245","","","313","336",
"영인면","85세이상","내국인_남자(명)","","46","","","","","65","","","111","112",
"영인면","85세이상","내국인_여자(명)","","136","","","","","180","","","202","224",
"영인면","85세이상","내국인_성비","","33.8","","","","","36.1","","","55","50",
"영인면","평균연령","총인구(명)","","49","","","","","53","","","54.5","54.3",
"영인면","평균연령","총인구_남자(명)","","45.4","","","","","49.4","","","50.9","50.6",
"영인면","평균연령","총인구_여자(명)","","53.7","","","","","58","","","59.3","59.6",
"영인면","평균연령","내국인(명)","","51.4","","","","","55.9","","","58.2","58.4",
"영인면","평균연령","내국인_남자(명)","","48.3","","","","","53.1","","","55.9","56.1",
"영인면","평균연령","내국인_여자(명)","","54.9","","","","","59.1","","","60.7","61",
"영인면","중위연령","총인구(명)","","50.7","","","","","56.3","","","58.2","58.1",
"영인면","중위연령","총인구_남자(명)","","45.2","","","","","50.3","","","52.7","52.6",
"영인면","중위연령","총인구_여자(명)","","56.5","","","","","61.4","","","63.1","63.6",
"영인면","중위연령","내국인(명)","","54.6","","","","","59.6","","","62.1","62.6",
"영인면","중위연령","내국인_남자(명)","","51.3","","","","","56.9","","","60.2","60.6",
"영인면","중위연령","내국인_여자(명)","","58.2","","","","","62.4","","","64.2","64.7",
"인주면","합계","총인구(명)","","8406","","","","","7382","","","6583","6753",
"인주면","합계","총인구_남자(명)","","4825","","","","","4432","","","3970","4237",
"인주면","합계","총인구_여자(명)","","3581","","","","","2950","","","2613","2516",
"인주면","합계","총인구_성비","","134.7","","","","","150.2","","","151.9","168.4",
