통계연월,통계시도명,통계시군구명,연령,수급자수
201803,서울특별시,종로구,0,3
201803,서울특별시,종로구,1,3
201803,서울특별시,종로구,2,5
201803,서울특별시,종로구,3,4
201803,서울특별시,종로구,5,6
201803,서울특별시,종로구,6,3
201803,서울특별시,종로구,7,15
201803,서울특별시,종로구,8,19
201803,서울특별시,종로구,9,37
201803,서울특별시,종로구,10,28
201803,서울특별시,종로구,11,37
201803,서울특별시,종로구,12,34
201803,서울특별시,종로구,13,34
201803,서울특별시,종로구,14,40
201803,서울특별시,종로구,15,59
201803,서울특별시,종로구,16,65
201803,서울특별시,종로구,17,71
201803,서울특별시,종로구,18,50
201803,서울특별시,종로구,19,31
201803,서울특별시,종로구,20,36
201803,서울특별시,종로구,21,16
201803,서울특별시,종로구,22,20
201803,서울특별시,종로구,23,17
201803,서울특별시,종로구,24,15
201803,서울특별시,종로구,25,13
201803,서울특별시,종로구,26,6
201803,서울특별시,종로구,27,7
201803,서울특별시,종로구,28,8
201803,서울특별시,종로구,29,5
201803,서울특별시,종로구,30,7
201803,서울특별시,종로구,31,8
201803,서울특별시,종로구,32,6
201803,서울특별시,종로구,33,10
201803,서울특별시,종로구,34,7
201803,서울특별시,종로구,35,7
201803,서울특별시,종로구,36,10
201803,서울특별시,종로구,37,4
201803,서울특별시,종로구,38,7
201803,서울특별시,종로구,39,18
201803,서울특별시,종로구,40,21
201803,서울특별시,종로구,41,16
201803,서울특별시,종로구,42,17
201803,서울특별시,종로구,43,30
201803,서울특별시,종로구,44,33
201803,서울특별시,종로구,45,29
201803,서울특별시,종로구,46,39
201803,서울특별시,종로구,47,50
201803,서울특별시,종로구,48,35
201803,서울특별시,종로구,49,68
201803,서울특별시,종로구,50,48
201803,서울특별시,종로구,51,59
201803,서울특별시,종로구,52,60
201803,서울특별시,종로구,53,70
201803,서울특별시,종로구,54,76
201803,서울특별시,종로구,55,61
201803,서울특별시,종로구,56,79
201803,서울특별시,종로구,57,77
201803,서울특별시,종로구,58,64
201803,서울특별시,종로구,59,75
201803,서울특별시,종로구,60,83
201803,서울특별시,종로구,61,67
201803,서울특별시,종로구,62,79
201803,서울특별시,종로구,63,96
201803,서울특별시,종로구,64,57
201803,서울특별시,종로구,65,78
201803,서울특별시,종로구,66,82
201803,서울특별시,종로구,67,67
201803,서울특별시,종로구,68,66
201803,서울특별시,종로구,69,80
201803,서울특별시,종로구,70,66
201803,서울특별시,종로구,71,89
201803,서울특별시,종로구,72,70
201803,서울특별시,종로구,73,76
201803,서울특별시,종로구,74,69
201803,서울특별시,종로구,75,103
201803,서울특별시,종로구,76,80
201803,서울특별시,종로구,77,68
201803,서울특별시,종로구,78,68
201803,서울특별시,종로구,79,56
201803,서울특별시,종로구,80,51
201803,서울특별시,종로구,81,49
201803,서울특별시,종로구,82,35
201803,서울특별시,종로구,83,29
201803,서울특별시,종로구,84,27
201803,서울특별시,종로구,85,21
201803,서울특별시,종로구,86,17
201803,서울특별시,종로구,87,21
201803,서울특별시,종로구,88,15
201803,서울특별시,종로구,89,13
201803,서울특별시,종로구,90,13
201803,서울특별시,종로구,91,10
201803,서울특별시,종로구,92,8
201803,서울특별시,종로구,93,3
201803,서울특별시,종로구,94,2
201803,서울특별시,종로구,95,4
201803,서울특별시,종로구,96,3
201803,서울특별시,종로구,99,1
201803,서울특별시,종로구,100,1
201803,서울특별시,종로구,102,1
201803,서울특별시,종로구,103,1
201803,서울특별시,종로구,104,1
201803,서울특별시,중구,0,2
201803,서울특별시,중구,1,4
201803,서울특별시,중구,2,7
201803,서울특별시,중구,3,8
201803,서울특별시,중구,4,9
201803,서울특별시,중구,5,6
201803,서울특별시,중구,6,8
201803,서울특별시,중구,7,23
201803,서울특별시,중구,8,18
201803,서울특별시,중구,9,36
201803,서울특별시,중구,10,38
201803,서울특별시,중구,11,38
201803,서울특별시,중구,12,33
201803,서울특별시,중구,13,42
201803,서울특별시,중구,14,49
201803,서울특별시,중구,15,52
201803,서울특별시,중구,16,64
201803,서울특별시,중구,17,82
201803,서울특별시,중구,18,43
201803,서울특별시,중구,19,33
201803,서울특별시,중구,20,29
201803,서울특별시,중구,21,21
201803,서울특별시,중구,22,16
201803,서울특별시,중구,23,14
201803,서울특별시,중구,24,17
201803,서울특별시,중구,25,13
201803,서울특별시,중구,26,5
201803,서울특별시,중구,27,5
201803,서울특별시,중구,28,11
201803,서울특별시,중구,29,5
201803,서울특별시,중구,30,1
201803,서울특별시,중구,31,8
201803,서울특별시,중구,32,5
201803,서울특별시,중구,33,6
201803,서울특별시,중구,34,14
201803,서울특별시,중구,35,5
201803,서울특별시,중구,36,14
201803,서울특별시,중구,37,11
201803,서울특별시,중구,38,18
201803,서울특별시,중구,39,21
201803,서울특별시,중구,40,14
201803,서울특별시,중구,41,21
201803,서울특별시,중구,42,34
201803,서울특별시,중구,43,37
201803,서울특별시,중구,44,32
201803,서울특별시,중구,45,45
201803,서울특별시,중구,46,36
201803,서울특별시,중구,47,42
201803,서울특별시,중구,48,47
201803,서울특별시,중구,49,62
201803,서울특별시,중구,50,55
201803,서울특별시,중구,51,54
201803,서울특별시,중구,52,63
201803,서울특별시,중구,53,50
201803,서울특별시,중구,54,70
201803,서울특별시,중구,55,84
201803,서울특별시,중구,56,67
201803,서울특별시,중구,57,100
201803,서울특별시,중구,58,83
201803,서울특별시,중구,59,78
201803,서울특별시,중구,60,64
201803,서울특별시,중구,61,82
201803,서울특별시,중구,62,85
201803,서울특별시,중구,63,79
201803,서울특별시,중구,64,60
201803,서울특별시,중구,65,84
201803,서울특별시,중구,66,81
201803,서울특별시,중구,67,67
201803,서울특별시,중구,68,80
201803,서울특별시,중구,69,84
201803,서울특별시,중구,70,89
201803,서울특별시,중구,71,74
201803,서울특별시,중구,72,54
201803,서울특별시,중구,73,70
201803,서울특별시,중구,74,81
201803,서울특별시,중구,75,92
201803,서울특별시,중구,76,67
201803,서울특별시,중구,77,59
201803,서울특별시,중구,78,74
201803,서울특별시,중구,79,65
201803,서울특별시,중구,80,53
201803,서울특별시,중구,81,46
201803,서울특별시,중구,82,51
201803,서울특별시,중구,83,35
201803,서울특별시,중구,84,39
201803,서울특별시,중구,85,25
201803,서울특별시,중구,86,30
201803,서울특별시,중구,87,20
201803,서울특별시,중구,88,14
201803,서울특별시,중구,89,23
201803,서울특별시,중구,90,25
201803,서울특별시,중구,91,12
201803,서울특별시,중구,92,7
201803,서울특별시,중구,93,4
201803,서울특별시,중구,94,5
201803,서울특별시,중구,95,5
201803,서울특별시,중구,96,1
201803,서울특별시,용산구,0,4
201803,서울특별시,용산구,1,9
201803,서울특별시,용산구,2,10
201803,서울특별시,용산구,3,16
201803,서울특별시,용산구,4,12
201803,서울특별시,용산구,5,10
201803,서울특별시,용산구,6,20
201803,서울특별시,용산구,7,27
201803,서울특별시,용산구,8,39
201803,서울특별시,용산구,9,56
201803,서울특별시,용산구,10,51
201803,서울특별시,용산구,11,61
201803,서울특별시,용산구,12,48
201803,서울특별시,용산구,13,78
201803,서울특별시,용산구,14,80
201803,서울특별시,용산구,15,84
201803,서울특별시,용산구,16,113
201803,서울특별시,용산구,17,128
201803,서울특별시,용산구,18,97
201803,서울특별시,용산구,19,51
201803,서울특별시,용산구,20,39
201803,서울특별시,용산구,21,32
201803,서울특별시,용산구,22,43
201803,서울특별시,용산구,23,28
201803,서울특별시,용산구,24,24
201803,서울특별시,용산구,25,22
201803,서울특별시,용산구,26,13
201803,서울특별시,용산구,27,7
201803,서울특별시,용산구,28,9
201803,서울특별시,용산구,29,13
201803,서울특별시,용산구,30,11
201803,서울특별시,용산구,31,12
201803,서울특별시,용산구,32,11
201803,서울특별시,용산구,33,9
201803,서울특별시,용산구,34,13
201803,서울특별시,용산구,35,21
201803,서울특별시,용산구,36,15
201803,서울특별시,용산구,37,26
201803,서울특별시,용산구,38,28
201803,서울특별시,용산구,39,34
201803,서울특별시,용산구,40,31
201803,서울특별시,용산구,41,38
201803,서울특별시,용산구,42,38
201803,서울특별시,용산구,43,42
201803,서울특별시,용산구,44,49
201803,서울특별시,용산구,45,50
201803,서울특별시,용산구,46,65
201803,서울특별시,용산구,47,82
201803,서울특별시,용산구,48,79
201803,서울특별시,용산구,49,104
201803,서울특별시,용산구,50,79
201803,서울특별시,용산구,51,99
201803,서울특별시,용산구,52,92
201803,서울특별시,용산구,53,95
201803,서울특별시,용산구,54,99
201803,서울특별시,용산구,55,122
201803,서울특별시,용산구,56,128
201803,서울특별시,용산구,57,116
201803,서울특별시,용산구,58,122
201803,서울특별시,용산구,59,105
201803,서울특별시,용산구,60,109
201803,서울특별시,용산구,61,122
201803,서울특별시,용산구,62,111
201803,서울특별시,용산구,63,127
201803,서울특별시,용산구,64,99
201803,서울특별시,용산구,65,127
201803,서울특별시,용산구,66,111
201803,서울특별시,용산구,67,90
201803,서울특별시,용산구,68,110
201803,서울특별시,용산구,69,96
201803,서울특별시,용산구,70,117
201803,서울특별시,용산구,71,104
201803,서울특별시,용산구,72,95
201803,서울특별시,용산구,73,106
201803,서울특별시,용산구,74,77
201803,서울특별시,용산구,75,125
201803,서울특별시,용산구,76,112
201803,서울특별시,용산구,77,87
201803,서울특별시,용산구,78,89
201803,서울특별시,용산구,79,95
201803,서울특별시,용산구,80,88
201803,서울특별시,용산구,81,81
201803,서울특별시,용산구,82,72
201803,서울특별시,용산구,83,48
201803,서울특별시,용산구,84,47
201803,서울특별시,용산구,85,26
201803,서울특별시,용산구,86,27
201803,서울특별시,용산구,87,25
201803,서울특별시,용산구,88,24
201803,서울특별시,용산구,89,14
201803,서울특별시,용산구,90,16
201803,서울특별시,용산구,91,20
201803,서울특별시,용산구,92,12
201803,서울특별시,용산구,93,9
201803,서울특별시,용산구,94,5
201803,서울특별시,용산구,95,3
201803,서울특별시,용산구,96,4
201803,서울특별시,용산구,97,1
201803,서울특별시,용산구,98,1
201803,서울특별시,용산구,99,1
201803,서울특별시,용산구,100,1
201803,서울특별시,용산구,104,1
201803,서울특별시,성동구,0,7
201803,서울특별시,성동구,1,10
201803,서울특별시,성동구,2,11
201803,서울특별시,성동구,3,11
201803,서울특별시,성동구,4,15
201803,서울특별시,성동구,5,22
201803,서울특별시,성동구,6,24
201803,서울특별시,성동구,7,36
201803,서울특별시,성동구,8,47
201803,서울특별시,성동구,9,68
201803,서울특별시,성동구,10,93
201803,서울특별시,성동구,11,85
201803,서울특별시,성동구,12,84
201803,서울특별시,성동구,13,97
201803,서울특별시,성동구,14,137
201803,서울특별시,성동구,15,113
201803,서울특별시,성동구,16,151
201803,서울특별시,성동구,17,209
201803,서울특별시,성동구,18,145
201803,서울특별시,성동구,19,91
201803,서울특별시,성동구,20,86
201803,서울특별시,성동구,21,63
201803,서울특별시,성동구,22,73
201803,서울특별시,성동구,23,61
201803,서울특별시,성동구,24,52
201803,서울특별시,성동구,25,38
201803,서울특별시,성동구,26,32
201803,서울특별시,성동구,27,25
201803,서울특별시,성동구,28,17
201803,서울특별시,성동구,29,19
201803,서울특별시,성동구,30,13
201803,서울특별시,성동구,31,11
201803,서울특별시,성동구,32,18
201803,서울특별시,성동구,33,9
201803,서울특별시,성동구,34,13
201803,서울특별시,성동구,35,25
201803,서울특별시,성동구,36,20
201803,서울특별시,성동구,37,23
201803,서울특별시,성동구,38,29
201803,서울특별시,성동구,39,34
201803,서울특별시,성동구,40,39
201803,서울특별시,성동구,41,33
201803,서울특별시,성동구,42,43
201803,서울특별시,성동구,43,48
201803,서울특별시,성동구,44,65
201803,서울특별시,성동구,45,85
201803,서울특별시,성동구,46,74
201803,서울특별시,성동구,47,117
201803,서울특별시,성동구,48,108
201803,서울특별시,성동구,49,135
201803,서울특별시,성동구,50,126
201803,서울특별시,성동구,51,118
201803,서울특별시,성동구,52,115
201803,서울특별시,성동구,53,116
201803,서울특별시,성동구,54,110
201803,서울특별시,성동구,55,119
201803,서울특별시,성동구,56,122
201803,서울특별시,성동구,57,148
