통계연월,통계시도명,통계시군구명,연령,수급자수
201912,서울특별시,종로구,0,5
201912,서울특별시,종로구,1,8
201912,서울특별시,종로구,2,4
201912,서울특별시,종로구,3,7
201912,서울특별시,종로구,4,10
201912,서울특별시,종로구,5,3
201912,서울특별시,종로구,6,2
201912,서울특별시,종로구,7,15
201912,서울특별시,종로구,8,15
201912,서울특별시,종로구,9,17
201912,서울특별시,종로구,10,24
201912,서울특별시,종로구,11,34
201912,서울특별시,종로구,12,29
201912,서울특별시,종로구,13,35
201912,서울특별시,종로구,14,34
201912,서울특별시,종로구,15,37
201912,서울특별시,종로구,16,39
201912,서울특별시,종로구,17,58
201912,서울특별시,종로구,18,60
201912,서울특별시,종로구,19,35
201912,서울특별시,종로구,20,23
201912,서울특별시,종로구,21,30
201912,서울특별시,종로구,22,29
201912,서울특별시,종로구,23,18
201912,서울특별시,종로구,24,24
201912,서울특별시,종로구,25,13
201912,서울특별시,종로구,26,13
201912,서울특별시,종로구,27,13
201912,서울특별시,종로구,28,5
201912,서울특별시,종로구,29,8
201912,서울특별시,종로구,30,14
201912,서울특별시,종로구,31,10
201912,서울특별시,종로구,32,10
201912,서울특별시,종로구,33,13
201912,서울특별시,종로구,34,15
201912,서울특별시,종로구,35,18
201912,서울특별시,종로구,36,15
201912,서울특별시,종로구,37,13
201912,서울특별시,종로구,38,15
201912,서울특별시,종로구,39,14
201912,서울특별시,종로구,40,12
201912,서울특별시,종로구,41,26
201912,서울특별시,종로구,42,25
201912,서울특별시,종로구,43,17
201912,서울특별시,종로구,44,31
201912,서울특별시,종로구,45,41
201912,서울특별시,종로구,46,43
201912,서울특별시,종로구,47,39
201912,서울특별시,종로구,48,62
201912,서울특별시,종로구,49,56
201912,서울특별시,종로구,50,50
201912,서울특별시,종로구,51,81
201912,서울특별시,종로구,52,53
201912,서울특별시,종로구,53,59
201912,서울특별시,종로구,54,85
201912,서울특별시,종로구,55,98
201912,서울특별시,종로구,56,77
201912,서울특별시,종로구,57,84
201912,서울특별시,종로구,58,98
201912,서울특별시,종로구,59,107
201912,서울특별시,종로구,60,85
201912,서울특별시,종로구,61,91
201912,서울특별시,종로구,62,100
201912,서울특별시,종로구,63,82
201912,서울특별시,종로구,64,114
201912,서울특별시,종로구,65,120
201912,서울특별시,종로구,66,92
201912,서울특별시,종로구,67,98
201912,서울특별시,종로구,68,82
201912,서울특별시,종로구,69,90
201912,서울특별시,종로구,70,74
201912,서울특별시,종로구,71,99
201912,서울특별시,종로구,72,75
201912,서울특별시,종로구,73,72
201912,서울특별시,종로구,74,82
201912,서울특별시,종로구,75,75
201912,서울특별시,종로구,76,83
201912,서울특별시,종로구,77,107
201912,서울특별시,종로구,78,85
201912,서울특별시,종로구,79,62
201912,서울특별시,종로구,80,72
201912,서울특별시,종로구,81,55
201912,서울특별시,종로구,82,52
201912,서울특별시,종로구,83,39
201912,서울특별시,종로구,84,43
201912,서울특별시,종로구,85,26
201912,서울특별시,종로구,86,24
201912,서울특별시,종로구,87,22
201912,서울특별시,종로구,88,20
201912,서울특별시,종로구,89,17
201912,서울특별시,종로구,90,15
201912,서울특별시,종로구,91,9
201912,서울특별시,종로구,92,10
201912,서울특별시,종로구,93,5
201912,서울특별시,종로구,94,4
201912,서울특별시,종로구,95,3
201912,서울특별시,종로구,96,3
201912,서울특별시,종로구,97,2
201912,서울특별시,종로구,98,1
201912,서울특별시,종로구,100,1
201912,서울특별시,종로구,102,1
201912,서울특별시,종로구,104,1
201912,서울특별시,종로구,105,1
201912,서울특별시,중구,0,1
201912,서울특별시,중구,1,3
201912,서울특별시,중구,2,8
201912,서울특별시,중구,3,6
201912,서울특별시,중구,4,8
201912,서울특별시,중구,5,8
201912,서울특별시,중구,6,7
201912,서울특별시,중구,7,21
201912,서울특별시,중구,8,28
201912,서울특별시,중구,9,24
201912,서울특별시,중구,10,28
201912,서울특별시,중구,11,27
201912,서울특별시,중구,12,51
201912,서울특별시,중구,13,25
201912,서울특별시,중구,14,38
201912,서울특별시,중구,15,49
201912,서울특별시,중구,16,49
201912,서울특별시,중구,17,65
201912,서울특별시,중구,18,72
201912,서울특별시,중구,19,31
201912,서울특별시,중구,20,28
201912,서울특별시,중구,21,25
201912,서울특별시,중구,22,25
201912,서울특별시,중구,23,17
201912,서울특별시,중구,24,20
201912,서울특별시,중구,25,16
201912,서울특별시,중구,26,10
201912,서울특별시,중구,27,10
201912,서울특별시,중구,28,5
201912,서울특별시,중구,29,9
201912,서울특별시,중구,30,10
201912,서울특별시,중구,31,6
201912,서울특별시,중구,32,8
201912,서울특별시,중구,33,13
201912,서울특별시,중구,34,11
201912,서울특별시,중구,35,12
201912,서울특별시,중구,36,12
201912,서울특별시,중구,37,20
201912,서울특별시,중구,38,15
201912,서울특별시,중구,39,25
201912,서울특별시,중구,40,25
201912,서울특별시,중구,41,15
201912,서울특별시,중구,42,23
201912,서울특별시,중구,43,35
201912,서울특별시,중구,44,38
201912,서울특별시,중구,45,47
201912,서울특별시,중구,46,41
201912,서울특별시,중구,47,39
201912,서울특별시,중구,48,45
201912,서울특별시,중구,49,57
201912,서울특별시,중구,50,55
201912,서울특별시,중구,51,65
201912,서울특별시,중구,52,78
201912,서울특별시,중구,53,52
201912,서울특별시,중구,54,73
201912,서울특별시,중구,55,70
201912,서울특별시,중구,56,97
201912,서울특별시,중구,57,95
201912,서울특별시,중구,58,93
201912,서울특별시,중구,59,119
201912,서울특별시,중구,60,97
201912,서울특별시,중구,61,84
201912,서울특별시,중구,62,96
201912,서울특별시,중구,63,94
201912,서울특별시,중구,64,121
201912,서울특별시,중구,65,106
201912,서울특별시,중구,66,104
201912,서울특별시,중구,67,147
201912,서울특별시,중구,68,91
201912,서울특별시,중구,69,102
201912,서울특별시,중구,70,111
201912,서울특별시,중구,71,110
201912,서울특별시,중구,72,109
201912,서울특별시,중구,73,62
201912,서울특별시,중구,74,84
201912,서울특별시,중구,75,88
201912,서울특별시,중구,76,80
201912,서울특별시,중구,77,105
201912,서울특별시,중구,78,87
201912,서울특별시,중구,79,69
201912,서울특별시,중구,80,85
201912,서울특별시,중구,81,67
201912,서울특별시,중구,82,60
201912,서울특별시,중구,83,54
201912,서울특별시,중구,84,45
201912,서울특별시,중구,85,37
201912,서울특별시,중구,86,41
201912,서울특별시,중구,87,30
201912,서울특별시,중구,88,30
201912,서울특별시,중구,89,18
201912,서울특별시,중구,90,13
201912,서울특별시,중구,91,24
201912,서울특별시,중구,92,11
201912,서울특별시,중구,93,11
201912,서울특별시,중구,94,6
201912,서울특별시,중구,95,4
201912,서울특별시,중구,96,2
201912,서울특별시,중구,97,3
201912,서울특별시,중구,98,2
201912,서울특별시,중구,101,1
201912,서울특별시,용산구,0,5
201912,서울특별시,용산구,1,7
201912,서울특별시,용산구,2,7
201912,서울특별시,용산구,3,11
201912,서울특별시,용산구,4,12
201912,서울특별시,용산구,5,17
201912,서울특별시,용산구,6,21
201912,서울특별시,용산구,7,28
201912,서울특별시,용산구,8,35
201912,서울특별시,용산구,9,36
201912,서울특별시,용산구,10,48
201912,서울특별시,용산구,11,56
201912,서울특별시,용산구,12,60
201912,서울특별시,용산구,13,55
201912,서울특별시,용산구,14,55
201912,서울특별시,용산구,15,85
201912,서울특별시,용산구,16,81
201912,서울특별시,용산구,17,101
201912,서울특별시,용산구,18,108
201912,서울특별시,용산구,19,64
201912,서울특별시,용산구,20,61
201912,서울특별시,용산구,21,20
201912,서울특별시,용산구,22,39
201912,서울특별시,용산구,23,35
201912,서울특별시,용산구,24,31
201912,서울특별시,용산구,25,19
201912,서울특별시,용산구,26,21
201912,서울특별시,용산구,27,20
201912,서울특별시,용산구,28,15
201912,서울특별시,용산구,29,8
201912,서울특별시,용산구,30,11
201912,서울특별시,용산구,31,22
201912,서울특별시,용산구,32,13
201912,서울특별시,용산구,33,27
201912,서울특별시,용산구,34,15
201912,서울특별시,용산구,35,21
201912,서울특별시,용산구,36,23
201912,서울특별시,용산구,37,33
201912,서울특별시,용산구,38,28
201912,서울특별시,용산구,39,38
201912,서울특별시,용산구,40,45
201912,서울특별시,용산구,41,38
201912,서울특별시,용산구,42,48
201912,서울특별시,용산구,43,46
201912,서울특별시,용산구,44,64
201912,서울특별시,용산구,45,67
201912,서울특별시,용산구,46,71
201912,서울특별시,용산구,47,85
201912,서울특별시,용산구,48,98
201912,서울특별시,용산구,49,104
201912,서울특별시,용산구,50,112
201912,서울특별시,용산구,51,102
201912,서울특별시,용산구,52,109
201912,서울특별시,용산구,53,110
201912,서울특별시,용산구,54,102
201912,서울특별시,용산구,55,116
201912,서울특별시,용산구,56,126
201912,서울특별시,용산구,57,169
201912,서울특별시,용산구,58,140
201912,서울특별시,용산구,59,146
201912,서울특별시,용산구,60,143
201912,서울특별시,용산구,61,137
201912,서울특별시,용산구,62,150
201912,서울특별시,용산구,63,135
201912,서울특별시,용산구,64,143
201912,서울특별시,용산구,65,162
201912,서울특별시,용산구,66,169
201912,서울특별시,용산구,67,154
201912,서울특별시,용산구,68,110
201912,서울특별시,용산구,69,125
201912,서울특별시,용산구,70,138
201912,서울특별시,용산구,71,125
201912,서울특별시,용산구,72,142
201912,서울특별시,용산구,73,118
201912,서울특별시,용산구,74,114
201912,서울특별시,용산구,75,130
201912,서울특별시,용산구,76,110
201912,서울특별시,용산구,77,142
201912,서울특별시,용산구,78,121
201912,서울특별시,용산구,79,103
201912,서울특별시,용산구,80,100
201912,서울특별시,용산구,81,106
201912,서울특별시,용산구,82,94
201912,서울특별시,용산구,83,83
201912,서울특별시,용산구,84,69
201912,서울특별시,용산구,85,59
201912,서울특별시,용산구,86,49
