통계연월,통계시도명,통계시군구명,연령,수급자수
202308,서울특별시,종로구,0,3
202308,서울특별시,종로구,1,2
202308,서울특별시,종로구,2,3
202308,서울특별시,종로구,3,4
202308,서울특별시,종로구,4,5
202308,서울특별시,종로구,5,8
202308,서울특별시,종로구,6,8
202308,서울특별시,종로구,7,11
202308,서울특별시,종로구,8,19
202308,서울특별시,종로구,9,13
202308,서울특별시,종로구,10,12
202308,서울특별시,종로구,11,32
202308,서울특별시,종로구,12,36
202308,서울특별시,종로구,13,19
202308,서울특별시,종로구,14,35
202308,서울특별시,종로구,15,30
202308,서울특별시,종로구,16,38
202308,서울특별시,종로구,17,43
202308,서울특별시,종로구,18,27
202308,서울특별시,종로구,19,25
202308,서울특별시,종로구,20,34
202308,서울특별시,종로구,21,26
202308,서울특별시,종로구,22,19
202308,서울특별시,종로구,23,16
202308,서울특별시,종로구,24,12
202308,서울특별시,종로구,25,20
202308,서울특별시,종로구,26,17
202308,서울특별시,종로구,27,15
202308,서울특별시,종로구,28,13
202308,서울특별시,종로구,29,9
202308,서울특별시,종로구,30,13
202308,서울특별시,종로구,31,19
202308,서울특별시,종로구,32,23
202308,서울특별시,종로구,33,17
202308,서울특별시,종로구,34,19
202308,서울특별시,종로구,35,21
202308,서울특별시,종로구,36,18
202308,서울특별시,종로구,37,23
202308,서울특별시,종로구,38,21
202308,서울특별시,종로구,39,26
202308,서울특별시,종로구,40,15
202308,서울특별시,종로구,41,31
202308,서울특별시,종로구,42,22
202308,서울특별시,종로구,43,31
202308,서울특별시,종로구,44,35
202308,서울특별시,종로구,45,40
202308,서울특별시,종로구,46,38
202308,서울특별시,종로구,47,32
202308,서울특별시,종로구,48,49
202308,서울특별시,종로구,49,69
202308,서울특별시,종로구,50,72
202308,서울특별시,종로구,51,57
202308,서울특별시,종로구,52,88
202308,서울특별시,종로구,53,70
202308,서울특별시,종로구,54,102
202308,서울특별시,종로구,55,102
202308,서울특별시,종로구,56,99
202308,서울특별시,종로구,57,113
202308,서울특별시,종로구,58,140
202308,서울특별시,종로구,59,120
202308,서울특별시,종로구,60,120
202308,서울특별시,종로구,61,119
202308,서울특별시,종로구,62,169
202308,서울특별시,종로구,63,140
202308,서울특별시,종로구,64,134
202308,서울특별시,종로구,65,147
202308,서울특별시,종로구,66,158
202308,서울특별시,종로구,67,162
202308,서울특별시,종로구,68,179
202308,서울특별시,종로구,69,127
202308,서울특별시,종로구,70,115
202308,서울특별시,종로구,71,126
202308,서울특별시,종로구,72,105
202308,서울특별시,종로구,73,98
202308,서울특별시,종로구,74,99
202308,서울특별시,종로구,75,114
202308,서울특별시,종로구,76,98
202308,서울특별시,종로구,77,86
202308,서울특별시,종로구,78,96
202308,서울특별시,종로구,79,79
202308,서울특별시,종로구,80,97
202308,서울특별시,종로구,81,107
202308,서울특별시,종로구,82,85
202308,서울특별시,종로구,83,73
202308,서울특별시,종로구,84,79
202308,서울특별시,종로구,85,65
202308,서울특별시,종로구,86,46
202308,서울특별시,종로구,87,41
202308,서울특별시,종로구,88,33
202308,서울특별시,종로구,89,29
202308,서울특별시,종로구,90,19
202308,서울특별시,종로구,91,21
202308,서울특별시,종로구,92,15
202308,서울특별시,종로구,93,14
202308,서울특별시,종로구,94,8
202308,서울특별시,종로구,95,9
202308,서울특별시,종로구,96,5
202308,서울특별시,종로구,97,3
202308,서울특별시,종로구,99,2
202308,서울특별시,종로구,100,1
202308,서울특별시,종로구,102,1
202308,서울특별시,종로구,109,1
202308,서울특별시,중구,0,3
202308,서울특별시,중구,1,5
202308,서울특별시,중구,2,5
202308,서울특별시,중구,3,9
202308,서울특별시,중구,4,11
202308,서울특별시,중구,5,7
202308,서울특별시,중구,6,10
202308,서울특별시,중구,7,15
202308,서울특별시,중구,8,23
202308,서울특별시,중구,9,23
202308,서울특별시,중구,10,18
202308,서울특별시,중구,11,28
202308,서울특별시,중구,12,34
202308,서울특별시,중구,13,35
202308,서울특별시,중구,14,41
202308,서울특별시,중구,15,40
202308,서울특별시,중구,16,56
202308,서울특별시,중구,17,43
202308,서울특별시,중구,18,33
202308,서울특별시,중구,19,34
202308,서울특별시,중구,20,27
202308,서울특별시,중구,21,29
202308,서울특별시,중구,22,35
202308,서울특별시,중구,23,16
202308,서울특별시,중구,24,28
202308,서울특별시,중구,25,20
202308,서울특별시,중구,26,15
202308,서울특별시,중구,27,14
202308,서울특별시,중구,28,17
202308,서울특별시,중구,29,10
202308,서울특별시,중구,30,20
202308,서울특별시,중구,31,14
202308,서울특별시,중구,32,19
202308,서울특별시,중구,33,19
202308,서울특별시,중구,34,28
202308,서울특별시,중구,35,18
202308,서울특별시,중구,36,20
202308,서울특별시,중구,37,18
202308,서울특별시,중구,38,22
202308,서울특별시,중구,39,26
202308,서울특별시,중구,40,27
202308,서울특별시,중구,41,34
202308,서울특별시,중구,42,31
202308,서울특별시,중구,43,41
202308,서울특별시,중구,44,29
202308,서울특별시,중구,45,37
202308,서울특별시,중구,46,39
202308,서울특별시,중구,47,44
202308,서울특별시,중구,48,65
202308,서울특별시,중구,49,57
202308,서울특별시,중구,50,85
202308,서울특별시,중구,51,72
202308,서울특별시,중구,52,89
202308,서울특별시,중구,53,97
202308,서울특별시,중구,54,95
202308,서울특별시,중구,55,99
202308,서울특별시,중구,56,100
202308,서울특별시,중구,57,92
202308,서울특별시,중구,58,115
202308,서울특별시,중구,59,99
202308,서울특별시,중구,60,170
202308,서울특별시,중구,61,141
202308,서울특별시,중구,62,137
202308,서울특별시,중구,63,169
202308,서울특별시,중구,64,148
202308,서울특별시,중구,65,144
202308,서울특별시,중구,66,170
202308,서울특별시,중구,67,175
202308,서울특별시,중구,68,183
202308,서울특별시,중구,69,173
202308,서울특별시,중구,70,174
202308,서울특별시,중구,71,153
202308,서울특별시,중구,72,144
202308,서울특별시,중구,73,130
202308,서울특별시,중구,74,138
202308,서울특별시,중구,75,143
202308,서울특별시,중구,76,128
202308,서울특별시,중구,77,98
202308,서울특별시,중구,78,107
202308,서울특별시,중구,79,119
202308,서울특별시,중구,80,119
202308,서울특별시,중구,81,131
202308,서울특별시,중구,82,97
202308,서울특별시,중구,83,92
202308,서울특별시,중구,84,81
202308,서울특별시,중구,85,70
202308,서울특별시,중구,86,76
202308,서울특별시,중구,87,53
202308,서울특별시,중구,88,45
202308,서울특별시,중구,89,41
202308,서울특별시,중구,90,26
202308,서울특별시,중구,91,27
202308,서울특별시,중구,92,22
202308,서울특별시,중구,93,14
202308,서울특별시,중구,94,13
202308,서울특별시,중구,95,17
202308,서울특별시,중구,96,4
202308,서울특별시,중구,97,3
202308,서울특별시,중구,98,1
202308,서울특별시,중구,100,2
202308,서울특별시,중구,101,1
202308,서울특별시,중구,102,1
202308,서울특별시,중구,105,1
202308,서울특별시,용산구,0,5
202308,서울특별시,용산구,1,9
202308,서울특별시,용산구,2,12
202308,서울특별시,용산구,3,16
202308,서울특별시,용산구,4,11
202308,서울특별시,용산구,5,9
202308,서울특별시,용산구,6,26
202308,서울특별시,용산구,7,28
202308,서울특별시,용산구,8,31
202308,서울특별시,용산구,9,40
202308,서울특별시,용산구,10,44
202308,서울특별시,용산구,11,32
202308,서울특별시,용산구,12,56
202308,서울특별시,용산구,13,46
202308,서울특별시,용산구,14,60
202308,서울특별시,용산구,15,69
202308,서울특별시,용산구,16,79
202308,서울특별시,용산구,17,64
202308,서울특별시,용산구,18,89
202308,서울특별시,용산구,19,62
202308,서울특별시,용산구,20,55
202308,서울특별시,용산구,21,48
202308,서울특별시,용산구,22,64
202308,서울특별시,용산구,23,56
202308,서울특별시,용산구,24,49
202308,서울특별시,용산구,25,38
202308,서울특별시,용산구,26,35
202308,서울특별시,용산구,27,30
202308,서울특별시,용산구,28,24
202308,서울특별시,용산구,29,32
202308,서울특별시,용산구,30,26
202308,서울특별시,용산구,31,44
202308,서울특별시,용산구,32,44
202308,서울특별시,용산구,33,34
202308,서울특별시,용산구,34,39
202308,서울특별시,용산구,35,37
202308,서울특별시,용산구,36,34
202308,서울특별시,용산구,37,48
202308,서울특별시,용산구,38,36
202308,서울특별시,용산구,39,52
202308,서울특별시,용산구,40,52
202308,서울특별시,용산구,41,64
202308,서울특별시,용산구,42,65
202308,서울특별시,용산구,43,85
202308,서울특별시,용산구,44,69
202308,서울특별시,용산구,45,68
202308,서울특별시,용산구,46,77
202308,서울특별시,용산구,47,91
202308,서울특별시,용산구,48,112
202308,서울특별시,용산구,49,100
202308,서울특별시,용산구,50,141
202308,서울특별시,용산구,51,151
202308,서울특별시,용산구,52,159
202308,서울특별시,용산구,53,174
202308,서울특별시,용산구,54,197
202308,서울특별시,용산구,55,174
202308,서울특별시,용산구,56,167
202308,서울특별시,용산구,57,186
202308,서울특별시,용산구,58,166
202308,서울특별시,용산구,59,167
202308,서울특별시,용산구,60,218
202308,서울특별시,용산구,61,225
202308,서울특별시,용산구,62,232
202308,서울특별시,용산구,63,235
202308,서울특별시,용산구,64,220
202308,서울특별시,용산구,65,200
202308,서울특별시,용산구,66,251
202308,서울특별시,용산구,67,211
202308,서울특별시,용산구,68,209
202308,서울특별시,용산구,69,203
202308,서울특별시,용산구,70,210
202308,서울특별시,용산구,71,165
202308,서울특별시,용산구,72,135
202308,서울특별시,용산구,73,168
202308,서울특별시,용산구,74,159
202308,서울특별시,용산구,75,176
202308,서울특별시,용산구,76,156
202308,서울특별시,용산구,77,119
202308,서울특별시,용산구,78,153
202308,서울특별시,용산구,79,128
202308,서울특별시,용산구,80,160
202308,서울특별시,용산구,81,159
202308,서울특별시,용산구,82,135
202308,서울특별시,용산구,83,107
202308,서울특별시,용산구,84,108
202308,서울특별시,용산구,85,104
202308,서울특별시,용산구,86,105
202308,서울특별시,용산구,87,89
202308,서울특별시,용산구,88,59
202308,서울특별시,용산구,89,52
202308,서울특별시,용산구,90,29
202308,서울특별시,용산구,91,28
202308,서울특별시,용산구,92,22
202308,서울특별시,용산구,93,26
202308,서울특별시,용산구,94,23
202308,서울특별시,용산구,95,14
202308,서울특별시,용산구,96,8
202308,서울특별시,용산구,97,2
