통계연월,통계시도명,통계시군구명,연령,수급자수
201703,서울특별시,종로구,0,3
201703,서울특별시,종로구,1,6
201703,서울특별시,종로구,2,3
201703,서울특별시,종로구,3,2
201703,서울특별시,종로구,4,4
201703,서울특별시,종로구,5,6
201703,서울특별시,종로구,6,5
201703,서울특별시,종로구,7,22
201703,서울특별시,종로구,8,37
201703,서울특별시,종로구,9,30
201703,서울특별시,종로구,10,36
201703,서울특별시,종로구,11,29
201703,서울특별시,종로구,12,34
201703,서울특별시,종로구,13,35
201703,서울특별시,종로구,14,62
201703,서울특별시,종로구,15,71
201703,서울특별시,종로구,16,75
201703,서울특별시,종로구,17,96
201703,서울특별시,종로구,18,50
201703,서울특별시,종로구,19,43
201703,서울특별시,종로구,20,27
201703,서울특별시,종로구,21,20
201703,서울특별시,종로구,22,18
201703,서울특별시,종로구,23,20
201703,서울특별시,종로구,24,18
201703,서울특별시,종로구,25,11
201703,서울특별시,종로구,26,7
201703,서울특별시,종로구,27,11
201703,서울특별시,종로구,28,7
201703,서울특별시,종로구,29,4
201703,서울특별시,종로구,30,7
201703,서울특별시,종로구,31,5
201703,서울특별시,종로구,32,9
201703,서울특별시,종로구,33,7
201703,서울특별시,종로구,34,7
201703,서울특별시,종로구,35,8
201703,서울특별시,종로구,36,6
201703,서울특별시,종로구,37,9
201703,서울특별시,종로구,38,15
201703,서울특별시,종로구,39,20
201703,서울특별시,종로구,40,18
201703,서울특별시,종로구,41,20
201703,서울특별시,종로구,42,26
201703,서울특별시,종로구,43,31
201703,서울특별시,종로구,44,23
201703,서울특별시,종로구,45,36
201703,서울특별시,종로구,46,55
201703,서울특별시,종로구,47,25
201703,서울특별시,종로구,48,55
201703,서울특별시,종로구,49,45
201703,서울특별시,종로구,50,58
201703,서울특별시,종로구,51,56
201703,서울특별시,종로구,52,59
201703,서울특별시,종로구,53,68
201703,서울특별시,종로구,54,51
201703,서울특별시,종로구,55,69
201703,서울특별시,종로구,56,69
201703,서울특별시,종로구,57,61
201703,서울특별시,종로구,58,73
201703,서울특별시,종로구,59,72
201703,서울특별시,종로구,60,56
201703,서울특별시,종로구,61,75
201703,서울특별시,종로구,62,84
201703,서울특별시,종로구,63,51
201703,서울특별시,종로구,64,64
201703,서울특별시,종로구,65,68
201703,서울특별시,종로구,66,58
201703,서울특별시,종로구,67,72
201703,서울특별시,종로구,68,73
201703,서울특별시,종로구,69,62
201703,서울특별시,종로구,70,81
201703,서울특별시,종로구,71,68
201703,서울특별시,종로구,72,81
201703,서울특별시,종로구,73,70
201703,서울특별시,종로구,74,107
201703,서울특별시,종로구,75,75
201703,서울특별시,종로구,76,63
201703,서울특별시,종로구,77,66
201703,서울특별시,종로구,78,59
201703,서울특별시,종로구,79,49
201703,서울특별시,종로구,80,51
201703,서울특별시,종로구,81,38
201703,서울특별시,종로구,82,33
201703,서울특별시,종로구,83,31
201703,서울특별시,종로구,84,24
201703,서울특별시,종로구,85,18
201703,서울특별시,종로구,86,24
201703,서울특별시,종로구,87,19
201703,서울특별시,종로구,88,13
201703,서울특별시,종로구,89,14
201703,서울특별시,종로구,90,10
201703,서울특별시,종로구,91,8
201703,서울특별시,종로구,92,4
