시도,시군구,성별,연도,급여유형,등급,인원
충남,아산시,남자,2019,의료급여,1등급,1
충남,아산시,남자,2019,의료급여,3등급,2
충남,아산시,남자,2019,의료급여,4등급,8
충남,아산시,남자,2019,의료급여,5등급,1
충남,아산시,남자,2019,기초,계,163
충남,아산시,남자,2019,기초,1등급,7
충남,아산시,남자,2019,기초,2등급,14
충남,아산시,남자,2019,기초,3등급,34
충남,아산시,남자,2019,기초,4등급,49
충남,아산시,남자,2019,기초,5등급,12
충남,아산시,남자,2019,기초,인지지원등급,5
충남,아산시,남자,2019,기초,등급외,42
충남,아산시,남자,2020,계,계,1244
충남,아산시,남자,2020,계,1등급,42
충남,아산시,남자,2020,계,2등급,120
충남,아산시,남자,2020,계,3등급,326
충남,아산시,남자,2020,계,4등급,435
충남,아산시,남자,2020,계,5등급,114
충남,아산시,남자,2020,계,인지지원등급,43
충남,아산시,남자,2020,계,등급외,164
충남,아산시,남자,2020,일반,계,700
충남,아산시,남자,2020,일반,1등급,20
충남,아산시,남자,2020,일반,2등급,72
충남,아산시,남자,2020,일반,3등급,187
충남,아산시,남자,2020,일반,4등급,220
충남,아산시,남자,2020,일반,5등급,62
충남,아산시,남자,2020,일반,인지지원등급,21
충남,아산시,남자,2020,일반,등급외,118
충남,아산시,남자,2020,감경,계,329
충남,아산시,남자,2020,감경,1등급,16
충남,아산시,남자,2020,감경,2등급,31
충남,아산시,남자,2020,감경,3등급,95
충남,아산시,남자,2020,감경,4등급,138
충남,아산시,남자,2020,감경,5등급,34
충남,아산시,남자,2020,감경,인지지원등급,13
충남,아산시,남자,2020,감경,등급외,2
충남,아산시,남자,2020,의료급여,계,12
충남,아산시,남자,2020,의료급여,1등급,0
충남,아산시,남자,2020,의료급여,2등급,0
충남,아산시,남자,2020,의료급여,3등급,3
충남,아산시,남자,2020,의료급여,4등급,6
충남,아산시,남자,2020,의료급여,5등급,2
충남,아산시,남자,2020,의료급여,인지지원등급,1
충남,아산시,남자,2020,의료급여,등급외,0
충남,아산시,남자,2020,기초,계,203
충남,아산시,남자,2020,기초,1등급,6
충남,아산시,남자,2020,기초,2등급,17
충남,아산시,남자,2020,기초,3등급,41
충남,아산시,남자,2020,기초,4등급,71
충남,아산시,남자,2020,기초,5등급,16
충남,아산시,남자,2020,기초,인지지원등급,8
충남,아산시,남자,2020,기초,등급외,44
충남,아산시,남자,2021,계,계,1432
충남,아산시,남자,2021,계,1등급,52
충남,아산시,남자,2021,계,2등급,134
충남,아산시,남자,2021,계,3등급,343
충남,아산시,남자,2021,계,4등급,505
충남,아산시,남자,2021,계,5등급,148
충남,아산시,남자,2021,계,인지지원등급,60
충남,아산시,남자,2021,계,등급외,190
충남,아산시,남자,2021,일반,계,766
충남,아산시,남자,2021,일반,1등급,29
충남,아산시,남자,2021,일반,2등급,72
충남,아산시,남자,2021,일반,3등급,177
충남,아산시,남자,2021,일반,4등급,245
충남,아산시,남자,2021,일반,5등급,72
충남,아산시,남자,2021,일반,인지지원등급,28
충남,아산시,남자,2021,일반,등급외,143
충남,아산시,남자,2021,감경,계,428
충남,아산시,남자,2021,감경,1등급,16
충남,아산시,남자,2021,감경,2등급,45
충남,아산시,남자,2021,감경,3등급,119
충남,아산시,남자,2021,감경,4등급,176
충남,아산시,남자,2021,감경,5등급,49
충남,아산시,남자,2021,감경,인지지원등급,22
충남,아산시,남자,2021,감경,등급외,1
충남,아산시,남자,2021,의료급여,계,10
충남,아산시,남자,2021,의료급여,1등급,0
충남,아산시,남자,2021,의료급여,2등급,0
충남,아산시,남자,2021,의료급여,3등급,2
충남,아산시,남자,2021,의료급여,4등급,4
충남,아산시,남자,2021,의료급여,5등급,3
충남,아산시,남자,2021,의료급여,인지지원등급,0
충남,아산시,남자,2021,의료급여,등급외,1
충남,아산시,남자,2021,기초,계,228
충남,아산시,남자,2021,기초,1등급,7
충남,아산시,남자,2021,기초,2등급,17
충남,아산시,남자,2021,기초,3등급,45
충남,아산시,남자,2021,기초,4등급,80
충남,아산시,남자,2021,기초,5등급,24
충남,아산시,남자,2021,기초,인지지원등급,10
충남,아산시,남자,2021,기초,등급외,45
충남,아산시,남자,2022,계,계,1524
충남,아산시,남자,2022,계,1등급,46
충남,아산시,남자,2022,계,2등급,126
충남,아산시,남자,2022,계,3등급,342
충남,아산시,남자,2022,계,4등급,539
충남,아산시,남자,2022,계,5등급,204
충남,아산시,남자,2022,계,인지지원등급,66
충남,아산시,남자,2022,계,등급외,201
충남,아산시,남자,2022,일반,계,790
충남,아산시,남자,2022,일반,1등급,30
충남,아산시,남자,2022,일반,2등급,54
충남,아산시,남자,2022,일반,3등급,177
충남,아산시,남자,2022,일반,4등급,259
충남,아산시,남자,2022,일반,5등급,86
충남,아산시,남자,2022,일반,인지지원등급,32
충남,아산시,남자,2022,일반,등급외,152
충남,아산시,남자,2022,감경,계,470
충남,아산시,남자,2022,감경,1등급,14
충남,아산시,남자,2022,감경,2등급,46
충남,아산시,남자,2022,감경,3등급,120
충남,아산시,남자,2022,감경,4등급,188
충남,아산시,남자,2022,감경,5등급,76
충남,아산시,남자,2022,감경,인지지원등급,20
충남,아산시,남자,2022,감경,등급외,6
충남,아산시,남자,2022,의료급여,계,11
충남,아산시,남자,2022,의료급여,1등급,0
충남,아산시,남자,2022,의료급여,2등급,1
충남,아산시,남자,2022,의료급여,3등급,2
충남,아산시,남자,2022,의료급여,4등급,4
충남,아산시,남자,2022,의료급여,5등급,3
충남,아산시,남자,2022,의료급여,인지지원등급,1
충남,아산시,남자,2022,의료급여,등급외,0
충남,아산시,남자,2022,기초,계,253
충남,아산시,남자,2022,기초,1등급,2
충남,아산시,남자,2022,기초,2등급,25
충남,아산시,남자,2022,기초,3등급,43
충남,아산시,남자,2022,기초,4등급,88
충남,아산시,남자,2022,기초,5등급,39
충남,아산시,남자,2022,기초,인지지원등급,13
충남,아산시,남자,2022,기초,등급외,43
충남,아산시,남자,2023,계,계,1665
충남,아산시,남자,2023,계,1등급,50
충남,아산시,남자,2023,계,2등급,130
충남,아산시,남자,2023,계,3등급,374
충남,아산시,남자,2023,계,4등급,562
충남,아산시,남자,2023,계,5등급,270
충남,아산시,남자,2023,계,인지지원등급,81
충남,아산시,남자,2023,계,등급외,198
충남,아산시,남자,2023,일반,계,872
충남,아산시,남자,2023,일반,1등급,25
충남,아산시,남자,2023,일반,2등급,57
충남,아산시,남자,2023,일반,3등급,193
충남,아산시,남자,2023,일반,4등급,276
충남,아산시,남자,2023,일반,5등급,137
충남,아산시,남자,2023,일반,인지지원등급,39
충남,아산시,남자,2023,일반,등급외,145
충남,아산시,남자,2023,감경,계,516
충남,아산시,남자,2023,감경,1등급,20
충남,아산시,남자,2023,감경,2등급,49
충남,아산시,남자,2023,감경,3등급,136
충남,아산시,남자,2023,감경,4등급,198
충남,아산시,남자,2023,감경,5등급,82
충남,아산시,남자,2023,감경,인지지원등급,26
충남,아산시,남자,2023,감경,등급외,5
충남,아산시,남자,2023,의료급여,계,10
충남,아산시,남자,2023,의료급여,1등급,0
충남,아산시,남자,2023,의료급여,2등급,5
충남,아산시,남자,2023,의료급여,3등급,1
충남,아산시,남자,2023,의료급여,4등급,2
충남,아산시,남자,2023,의료급여,5등급,1
충남,아산시,남자,2023,의료급여,인지지원등급,1
충남,아산시,남자,2023,의료급여,등급외,0
충남,아산시,남자,2023,기초,계,267
충남,아산시,남자,2023,기초,1등급,5
충남,아산시,남자,2023,기초,2등급,19
충남,아산시,남자,2023,기초,3등급,44
충남,아산시,남자,2023,기초,4등급,86
충남,아산시,남자,2023,기초,5등급,50
충남,아산시,남자,2023,기초,인지지원등급,15
충남,아산시,남자,2023,기초,등급외,48
충남,아산시,남자,2024,계,계,1818
충남,아산시,남자,2024,계,1등급,51
충남,아산시,남자,2024,계,2등급,115
충남,아산시,남자,2024,계,3등급,426
충남,아산시,남자,2024,계,4등급,651
충남,아산시,남자,2024,계,5등급,298
충남,아산시,남자,2024,계,인지지원등급,88
충남,아산시,남자,2024,계,등급외,189
충남,아산시,남자,2024,일반,계,931
충남,아산시,남자,2024,일반,1등급,25
충남,아산시,남자,2024,일반,2등급,52
충남,아산시,남자,2024,일반,3등급,212
충남,아산시,남자,2024,일반,4등급,313
충남,아산시,남자,2024,일반,5등급,153
충남,아산시,남자,2024,일반,인지지원등급,37
충남,아산시,남자,2024,일반,등급외,139
충남,아산시,남자,2024,감경,계,589
충남,아산시,남자,2024,감경,1등급,21
충남,아산시,남자,2024,감경,2등급,41
충남,아산시,남자,2024,감경,3등급,153
충남,아산시,남자,2024,감경,4등급,246
충남,아산시,남자,2024,감경,5등급,91
충남,아산시,남자,2024,감경,인지지원등급,31
충남,아산시,남자,2024,감경,등급외,6
충남,아산시,남자,2024,의료급여,계,11
충남,아산시,남자,2024,의료급여,1등급,0
충남,아산시,남자,2024,의료급여,2등급,4
충남,아산시,남자,2024,의료급여,3등급,1
충남,아산시,남자,2024,의료급여,4등급,2
충남,아산시,남자,2024,의료급여,5등급,2
충남,아산시,남자,2024,의료급여,인지지원등급,1
충남,아산시,남자,2024,의료급여,등급외,1
충남,아산시,남자,2024,기초,계,287
충남,아산시,남자,2024,기초,1등급,5
충남,아산시,남자,2024,기초,2등급,18
충남,아산시,남자,2024,기초,3등급,60
충남,아산시,남자,2024,기초,4등급,90
충남,아산시,남자,2024,기초,5등급,52
충남,아산시,남자,2024,기초,인지지원등급,19
충남,아산시,남자,2024,기초,등급외,43
충남,아산시,여자,2014,계,계,1797
충남,아산시,여자,2014,계,1등급,103
충남,아산시,여자,2014,계,2등급,301
충남,아산시,여자,2014,계,3등급,486
충남,아산시,여자,2014,계,4등급,371
충남,아산시,여자,2014,계,5등급,45
충남,아산시,여자,2014,계,등급외,491
충남,아산시,여자,2014,일반,계,1187
충남,아산시,여자,2014,일반,1등급,75
충남,아산시,여자,2014,일반,2등급,183
충남,아산시,여자,2014,일반,3등급,320
충남,아산시,여자,2014,일반,4등급,250
충남,아산시,여자,2014,일반,5등급,32
충남,아산시,여자,2014,일반,등급외,327
충남,아산시,여자,2014,감경,계,270
충남,아산시,여자,2014,감경,1등급,18
충남,아산시,여자,2014,감경,2등급,64
충남,아산시,여자,2014,감경,3등급,99
충남,아산시,여자,2014,감경,4등급,64
충남,아산시,여자,2014,감경,5등급,10
충남,아산시,여자,2014,감경,등급외,15
충남,아산시,여자,2014,의료급여,계,18
충남,아산시,여자,2014,의료급여,1등급,1
충남,아산시,여자,2014,의료급여,2등급,5
충남,아산시,여자,2014,의료급여,3등급,3
충남,아산시,여자,2014,의료급여,4등급,4
충남,아산시,여자,2014,의료급여,5등급,0
충남,아산시,여자,2014,의료급여,등급외,5
충남,아산시,여자,2014,기초,계,322
충남,아산시,여자,2014,기초,1등급,9
충남,아산시,여자,2014,기초,2등급,49
충남,아산시,여자,2014,기초,3등급,64
충남,아산시,여자,2014,기초,4등급,53
충남,아산시,여자,2014,기초,5등급,3
충남,아산시,여자,2014,기초,등급외,144
충남,아산시,여자,2015,계,계,1928
충남,아산시,여자,2015,계,1등급,114
충남,아산시,여자,2015,계,2등급,300
충남,아산시,여자,2015,계,3등급,515
충남,아산시,여자,2015,계,4등급,448
충남,아산시,여자,2015,계,5등급,67
충남,아산시,여자,2015,계,등급외,484
충남,아산시,여자,2015,일반,계,1268
충남,아산시,여자,2015,일반,1등급,79
충남,아산시,여자,2015,일반,2등급,175
충남,아산시,여자,2015,일반,3등급,340
충남,아산시,여자,2015,일반,4등급,307
충남,아산시,여자,2015,일반,5등급,47
충남,아산시,여자,2015,일반,등급외,320
충남,아산시,여자,2015,감경,계,293
충남,아산시,여자,2015,감경,1등급,21
충남,아산시,여자,2015,감경,2등급,72
충남,아산시,여자,2015,감경,3등급,99
충남,아산시,여자,2015,감경,4등급,78
충남,아산시,여자,2015,감경,5등급,13
충남,아산시,여자,2015,감경,등급외,10
충남,아산시,여자,2015,의료급여,계,19
충남,아산시,여자,2015,의료급여,1등급,1
충남,아산시,여자,2015,의료급여,2등급,3
충남,아산시,여자,2015,의료급여,3등급,4
충남,아산시,여자,2015,의료급여,4등급,5
충남,아산시,여자,2015,의료급여,5등급,0
충남,아산시,여자,2015,의료급여,등급외,6
충남,아산시,여자,2015,기초,계,348
충남,아산시,여자,2015,기초,1등급,13
충남,아산시,여자,2015,기초,2등급,50
충남,아산시,여자,2015,기초,3등급,72
충남,아산시,여자,2015,기초,4등급,58
충남,아산시,여자,2015,기초,5등급,7
충남,아산시,여자,2015,기초,등급외,148
충남,아산시,여자,2016,계,계,2112
충남,아산시,여자,2016,계,1등급,128
충남,아산시,여자,2016,계,2등급,307
충남,아산시,여자,2016,계,3등급,554
충남,아산시,여자,2016,계,4등급,521
충남,아산시,여자,2016,계,5등급,118
충남,아산시,여자,2016,계,등급외,484
충남,아산시,여자,2016,일반,계,1410
충남,아산시,여자,2016,일반,1등급,92
충남,아산시,여자,2016,일반,2등급,187
충남,아산시,여자,2016,일반,3등급,365
충남,아산시,여자,2016,일반,4등급,355
충남,아산시,여자,2016,일반,5등급,89
충남,아산시,여자,2016,일반,등급외,322
충남,아산시,여자,2016,감경,계,300
충남,아산시,여자,2016,감경,1등급,17
충남,아산시,여자,2016,감경,2등급,63
충남,아산시,여자,2016,감경,3등급,107
충남,아산시,여자,2016,감경,4등급,86
충남,아산시,여자,2016,감경,5등급,18
충남,아산시,여자,2016,감경,등급외,9
충남,아산시,여자,2016,의료급여,계,22
충남,아산시,여자,2016,의료급여,1등급,1
충남,아산시,여자,2016,의료급여,2등급,5
충남,아산시,여자,2016,의료급여,3등급,5
충남,아산시,여자,2016,의료급여,4등급,3
충남,아산시,여자,2016,의료급여,5등급,1
충남,아산시,여자,2016,의료급여,등급외,7
충남,아산시,여자,2016,기초,계,380
충남,아산시,여자,2016,기초,1등급,18
충남,아산시,여자,2016,기초,2등급,52
충남,아산시,여자,2016,기초,3등급,77
충남,아산시,여자,2016,기초,4등급,77
충남,아산시,여자,2016,기초,5등급,10
충남,아산시,여자,2016,기초,등급외,146
충남,아산시,여자,2017,계,계,2477
충남,아산시,여자,2017,계,1등급,143
충남,아산시,여자,2017,계,2등급,330
충남,아산시,여자,2017,계,3등급,572
충남,아산시,여자,2017,계,4등급,732
충남,아산시,여자,2017,계,5등급,187
충남,아산시,여자,2017,계,등급외,513
충남,아산시,여자,2017,일반,계,1688
충남,아산시,여자,2017,일반,1등급,98
충남,아산시,여자,2017,일반,2등급,206
충남,아산시,여자,2017,일반,3등급,371
충남,아산시,여자,2017,일반,4등급,514
충남,아산시,여자,2017,일반,5등급,136
충남,아산시,여자,2017,일반,등급외,363
충남,아산시,여자,2017,감경,계,367
충남,아산시,여자,2017,감경,1등급,25
충남,아산시,여자,2017,감경,2등급,64
충남,아산시,여자,2017,감경,3등급,114
충남,아산시,여자,2017,감경,4등급,127
충남,아산시,여자,2017,감경,5등급,31
충남,아산시,여자,2017,감경,등급외,6
충남,아산시,여자,2017,의료급여,계,23
충남,아산시,여자,2017,의료급여,1등급,0
충남,아산시,여자,2017,의료급여,2등급,5
충남,아산시,여자,2017,의료급여,3등급,5
충남,아산시,여자,2017,의료급여,4등급,7
충남,아산시,여자,2017,의료급여,5등급,1
충남,아산시,여자,2017,의료급여,등급외,5
충남,아산시,여자,2017,기초,계,399
충남,아산시,여자,2017,기초,1등급,20
충남,아산시,여자,2017,기초,2등급,55
충남,아산시,여자,2017,기초,3등급,82
충남,아산시,여자,2017,기초,4등급,84
충남,아산시,여자,2017,기초,5등급,19
충남,아산시,여자,2017,기초,등급외,139
충남,아산시,여자,2018,계,계,2714
충남,아산시,여자,2018,계,1등급,147
충남,아산시,여자,2018,계,2등급,348
충남,아산시,여자,2018,계,3등급,602
충남,아산시,여자,2018,계,4등급,868
충남,아산시,여자,2018,계,5등급,241
충남,아산시,여자,2018,계,인지지원등급,38
충남,아산시,여자,2018,계,등급외,470
충남,아산시,여자,2018,일반,계,1521
충남,아산시,여자,2018,일반,1등급,72
충남,아산시,여자,2018,일반,2등급,170
충남,아산시,여자,2018,일반,3등급,315
충남,아산시,여자,2018,일반,4등급,482
충남,아산시,여자,2018,일반,5등급,125
충남,아산시,여자,2018,일반,인지지원등급,19
충남,아산시,여자,2018,일반,등급외,338
충남,아산시,여자,2018,감경,계,761
충남,아산시,여자,2018,감경,1등급,57
충남,아산시,여자,2018,감경,2등급,127
충남,아산시,여자,2018,감경,3등급,203
충남,아산시,여자,2018,감경,4등급,265
충남,아산시,여자,2018,감경,5등급,87
충남,아산시,여자,2018,감경,인지지원등급,14
충남,아산시,여자,2018,감경,등급외,8
충남,아산시,여자,2018,의료급여,계,27
충남,아산시,여자,2018,의료급여,1등급,2
충남,아산시,여자,2018,의료급여,2등급,5
충남,아산시,여자,2018,의료급여,3등급,7
충남,아산시,여자,2018,의료급여,4등급,7
충남,아산시,여자,2018,의료급여,5등급,3
충남,아산시,여자,2018,의료급여,등급외,3
충남,아산시,여자,2018,기초,계,405
충남,아산시,여자,2018,기초,1등급,16
충남,아산시,여자,2018,기초,2등급,46
충남,아산시,여자,2018,기초,3등급,77
충남,아산시,여자,2018,기초,4등급,114
충남,아산시,여자,2018,기초,5등급,26
충남,아산시,여자,2018,기초,인지지원등급,5
충남,아산시,여자,2018,기초,등급외,121
충남,아산시,여자,2019,계,계,3099
충남,아산시,여자,2019,계,1등급,139
충남,아산시,여자,2019,계,2등급,354
충남,아산시,여자,2019,계,3등급,760
충남,아산시,여자,2019,계,4등급,1049
충남,아산시,여자,2019,계,5등급,301
충남,아산시,여자,2019,계,인지지원등급,71
충남,아산시,여자,2019,계,등급외,425
충남,아산시,여자,2019,일반,계,1696
충남,아산시,여자,2019,일반,1등급,75
충남,아산시,여자,2019,일반,2등급,171
충남,아산시,여자,2019,일반,3등급,375
충남,아산시,여자,2019,일반,4등급,561
충남,아산시,여자,2019,일반,5등급,160
충남,아산시,여자,2019,일반,인지지원등급,39
충남,아산시,여자,2019,일반,등급외,315
충남,아산시,여자,2019,감경,계,922
충남,아산시,여자,2019,감경,1등급,54
충남,아산시,여자,2019,감경,2등급,132
충남,아산시,여자,2019,감경,3등급,269
충남,아산시,여자,2019,감경,4등급,333
충남,아산시,여자,2019,감경,5등급,100
충남,아산시,여자,2019,감경,인지지원등급,23
충남,아산시,여자,2019,감경,등급외,11
충남,아산시,여자,2019,의료급여,계,26
충남,아산시,여자,2019,의료급여,1등급,2
충남,아산시,여자,2019,의료급여,2등급,3
충남,아산시,여자,2019,의료급여,3등급,10
충남,아산시,여자,2019,의료급여,4등급,6
충남,아산시,여자,2019,의료급여,5등급,1
충남,아산시,여자,2019,의료급여,인지지원등급,2
충남,아산시,여자,2019,의료급여,등급외,2
충남,아산시,여자,2019,기초,계,455
충남,아산시,여자,2019,기초,1등급,8
충남,아산시,여자,2019,기초,2등급,48
충남,아산시,여자,2019,기초,3등급,106
충남,아산시,여자,2019,기초,4등급,149
충남,아산시,여자,2019,기초,5등급,40
충남,아산시,여자,2019,기초,인지지원등급,7
충남,아산시,여자,2019,기초,등급외,97
충남,아산시,여자,2020,계,계,3457
충남,아산시,여자,2020,계,1등급,137
충남,아산시,여자,2020,계,2등급,375
충남,아산시,여자,2020,계,3등급,866
충남,아산시,여자,2020,계,4등급,1233
충남,아산시,여자,2020,계,5등급,356
충남,아산시,여자,2020,계,인지지원등급,99
충남,아산시,여자,2020,계,등급외,391
충남,아산시,여자,2020,일반,계,1860
충남,아산시,여자,2020,일반,1등급,74
충남,아산시,여자,2020,일반,2등급,182
충남,아산시,여자,2020,일반,3등급,448
충남,아산시,여자,2020,일반,4등급,632
충남,아산시,여자,2020,일반,5등급,187
충남,아산시,여자,2020,일반,인지지원등급,47
충남,아산시,여자,2020,일반,등급외,290
충남,아산시,여자,2020,감경,계,1080
충남,아산시,여자,2020,감경,1등급,50
충남,아산시,여자,2020,감경,2등급,141
충남,아산시,여자,2020,감경,3등급,305
충남,아산시,여자,2020,감경,4등급,423
충남,아산시,여자,2020,감경,5등급,118
충남,아산시,여자,2020,감경,인지지원등급,33
충남,아산시,여자,2020,감경,등급외,10
충남,아산시,여자,2020,의료급여,계,25
충남,아산시,여자,2020,의료급여,1등급,1
충남,아산시,여자,2020,의료급여,2등급,1
충남,아산시,여자,2020,의료급여,3등급,11
충남,아산시,여자,2020,의료급여,4등급,7
충남,아산시,여자,2020,의료급여,5등급,1
충남,아산시,여자,2020,의료급여,인지지원등급,3
충남,아산시,여자,2020,의료급여,등급외,1
충남,아산시,여자,2020,기초,계,492
충남,아산시,여자,2020,기초,1등급,12
충남,아산시,여자,2020,기초,2등급,51
충남,아산시,여자,2020,기초,3등급,102
충남,아산시,여자,2020,기초,4등급,171
충남,아산시,여자,2020,기초,5등급,50
충남,아산시,여자,2020,기초,인지지원등급,16
충남,아산시,여자,2020,기초,등급외,90
충남,아산시,여자,2021,계,계,3874
충남,아산시,여자,2021,계,1등급,170
충남,아산시,여자,2021,계,2등급,381
충남,아산시,여자,2021,계,3등급,978
충남,아산시,여자,2021,계,4등급,1389
충남,아산시,여자,2021,계,5등급,434
충남,아산시,여자,2021,계,인지지원등급,126
충남,아산시,여자,2021,계,등급외,396
충남,아산시,여자,2021,일반,계,1971
충남,아산시,여자,2021,일반,1등급,92
충남,아산시,여자,2021,일반,2등급,179
충남,아산시,여자,2021,일반,3등급,465
충남,아산시,여자,2021,일반,4등급,655
충남,아산시,여자,2021,일반,5등급,213
충남,아산시,여자,2021,일반,인지지원등급,66
충남,아산시,여자,2021,일반,등급외,301
충남,아산시,여자,2021,감경,계,1340
충남,아산시,여자,2021,감경,1등급,64
충남,아산시,여자,2021,감경,2등급,154
충남,아산시,여자,2021,감경,3등급,378
충남,아산시,여자,2021,감경,4등급,531
충남,아산시,여자,2021,감경,5등급,159
충남,아산시,여자,2021,감경,인지지원등급,43
충남,아산시,여자,2021,감경,등급외,11
충남,아산시,여자,2021,의료급여,계,29
충남,아산시,여자,2021,의료급여,1등급,0
충남,아산시,여자,2021,의료급여,2등급,1
충남,아산시,여자,2021,의료급여,3등급,8
충남,아산시,여자,2021,의료급여,4등급,14
충남,아산시,여자,2021,의료급여,5등급,3
충남,아산시,여자,2021,의료급여,인지지원등급,0
충남,아산시,여자,2021,의료급여,등급외,3
충남,아산시,여자,2021,기초,계,534
충남,아산시,여자,2021,기초,1등급,14
충남,아산시,여자,2021,기초,2등급,47
충남,아산시,여자,2021,기초,3등급,127
충남,아산시,여자,2021,기초,4등급,189
충남,아산시,여자,2021,기초,5등급,59
충남,아산시,여자,2021,기초,인지지원등급,17
충남,아산시,여자,2021,기초,등급외,81
충남,아산시,여자,2022,계,계,4065
충남,아산시,여자,2022,계,1등급,167
충남,아산시,여자,2022,계,2등급,387
충남,아산시,여자,2022,계,3등급,972
충남,아산시,여자,2022,계,4등급,1482
충남,아산시,여자,2022,계,5등급,481
충남,아산시,여자,2022,계,인지지원등급,160
충남,아산시,여자,2022,계,등급외,416
충남,아산시,여자,2022,일반,계,1990
충남,아산시,여자,2022,일반,1등급,77
충남,아산시,여자,2022,일반,2등급,183
충남,아산시,여자,2022,일반,3등급,440
충남,아산시,여자,2022,일반,4등급,653
충남,아산시,여자,2022,일반,5등급,229
충남,아산시,여자,2022,일반,인지지원등급,87
충남,아산시,여자,2022,일반,등급외,321
충남,아산시,여자,2022,감경,계,1470
충남,아산시,여자,2022,감경,1등급,68
충남,아산시,여자,2022,감경,2등급,156
충남,아산시,여자,2022,감경,3등급,388
충남,아산시,여자,2022,감경,4등급,614
충남,아산시,여자,2022,감경,5등급,178
충남,아산시,여자,2022,감경,인지지원등급,52
충남,아산시,여자,2022,감경,등급외,14
충남,아산시,여자,2022,의료급여,계,28
충남,아산시,여자,2022,의료급여,1등급,1
충남,아산시,여자,2022,의료급여,2등급,2
충남,아산시,여자,2022,의료급여,3등급,7
충남,아산시,여자,2022,의료급여,4등급,11
충남,아산시,여자,2022,의료급여,5등급,4
충남,아산시,여자,2022,의료급여,인지지원등급,1
충남,아산시,여자,2022,의료급여,등급외,2
충남,아산시,여자,2022,기초,계,577
충남,아산시,여자,2022,기초,1등급,21
충남,아산시,여자,2022,기초,2등급,46
충남,아산시,여자,2022,기초,3등급,137
충남,아산시,여자,2022,기초,4등급,204
충남,아산시,여자,2022,기초,5등급,70
충남,아산시,여자,2022,기초,인지지원등급,20
충남,아산시,여자,2022,기초,등급외,79
충남,아산시,여자,2023,계,계,4405
충남,아산시,여자,2023,계,1등급,208
충남,아산시,여자,2023,계,2등급,388
충남,아산시,여자,2023,계,3등급,1063
충남,아산시,여자,2023,계,4등급,1549
충남,아산시,여자,2023,계,5등급,550
충남,아산시,여자,2023,계,인지지원등급,213
충남,아산시,여자,2023,계,등급외,434
충남,아산시,여자,2023,일반,계,2158
충남,아산시,여자,2023,일반,1등급,96
충남,아산시,여자,2023,일반,2등급,175
충남,아산시,여자,2023,일반,3등급,479
충남,아산시,여자,2023,일반,4등급,705
충남,아산시,여자,2023,일반,5등급,249
충남,아산시,여자,2023,일반,인지지원등급,114
충남,아산시,여자,2023,일반,등급외,340
충남,아산시,여자,2023,감경,계,1607
충남,아산시,여자,2023,감경,1등급,82
충남,아산시,여자,2023,감경,2등급,167
충남,아산시,여자,2023,감경,3등급,429
충남,아산시,여자,2023,감경,4등급,630
충남,아산시,여자,2023,감경,5등급,217
충남,아산시,여자,2023,감경,인지지원등급,72
충남,아산시,여자,2023,감경,등급외,10
충남,아산시,여자,2023,의료급여,계,31
충남,아산시,여자,2023,의료급여,1등급,0
충남,아산시,여자,2023,의료급여,2등급,3
충남,아산시,여자,2023,의료급여,3등급,5
충남,아산시,여자,2023,의료급여,4등급,12
충남,아산시,여자,2023,의료급여,5등급,6
충남,아산시,여자,2023,의료급여,인지지원등급,4
충남,아산시,여자,2023,의료급여,등급외,1
충남,아산시,여자,2023,기초,계,609
충남,아산시,여자,2023,기초,1등급,30
충남,아산시,여자,2023,기초,2등급,43
충남,아산시,여자,2023,기초,3등급,150
충남,아산시,여자,2023,기초,4등급,202
충남,아산시,여자,2023,기초,5등급,78
충남,아산시,여자,2023,기초,인지지원등급,23
충남,아산시,여자,2023,기초,등급외,83
충남,아산시,여자,2024,계,계,4728
충남,아산시,여자,2024,계,1등급,213
충남,아산시,여자,2024,계,2등급,390
충남,아산시,여자,2024,계,3등급,1117
충남,아산시,여자,2024,계,4등급,1767
충남,아산시,여자,2024,계,5등급,641
충남,아산시,여자,2024,계,인지지원등급,186
충남,아산시,여자,2024,계,등급외,414
충남,아산시,여자,2024,일반,계,2194
충남,아산시,여자,2024,일반,1등급,95
충남,아산시,여자,2024,일반,2등급,156
충남,아산시,여자,2024,일반,3등급,462
충남,아산시,여자,2024,일반,4등급,781
충남,아산시,여자,2024,일반,5등급,284
충남,아산시,여자,2024,일반,인지지원등급,95
충남,아산시,여자,2024,일반,등급외,321
충남,아산시,여자,2024,감경,계,1818
충남,아산시,여자,2024,감경,1등급,78
충남,아산시,여자,2024,감경,2등급,176
충남,아산시,여자,2024,감경,3등급,500
충남,아산시,여자,2024,감경,4등급,730
충남,아산시,여자,2024,감경,5등급,262
충남,아산시,여자,2024,감경,인지지원등급,61
충남,아산시,여자,2024,감경,등급외,11
충남,아산시,여자,2024,의료급여,계,39
충남,아산시,여자,2024,의료급여,1등급,1
충남,아산시,여자,2024,의료급여,2등급,3
충남,아산시,여자,2024,의료급여,3등급,6
충남,아산시,여자,2024,의료급여,4등급,19
충남,아산시,여자,2024,의료급여,5등급,4
충남,아산시,여자,2024,의료급여,인지지원등급,4
충남,아산시,여자,2024,의료급여,등급외,2
충남,아산시,여자,2024,기초,계,677
충남,아산시,여자,2024,기초,1등급,39
충남,아산시,여자,2024,기초,2등급,55
