읍면동,연령별,항목,연도,값
염치읍,합계,총인구(명),2015,7643.0
염치읍,합계,총인구_남자(명),2015,4052.0
염치읍,합계,총인구_여자(명),2015,3591.0
염치읍,합계,총인구_성비,2015,112.8
염치읍,합계,내국인(명),2015,7287.0
염치읍,합계,내국인_남자(명),2015,3792.0
염치읍,합계,내국인_여자(명),2015,3495.0
염치읍,합계,내국인_성비,2015,108.5
염치읍,0~4세,총인구(명),2015,385.0
염치읍,0~4세,총인구_남자(명),2015,213.0
염치읍,0~4세,총인구_여자(명),2015,172.0
염치읍,0~4세,총인구_성비,2015,123.8
염치읍,0~4세,내국인(명),2015,385.0
염치읍,0~4세,내국인_남자(명),2015,213.0
염치읍,0~4세,내국인_여자(명),2015,172.0
염치읍,0~4세,내국인_성비,2015,123.8
염치읍,5~9세,총인구(명),2015,329.0
염치읍,5~9세,총인구_남자(명),2015,155.0
염치읍,5~9세,총인구_여자(명),2015,174.0
염치읍,5~9세,총인구_성비,2015,89.1
염치읍,5~9세,내국인(명),2015,329.0
염치읍,5~9세,내국인_남자(명),2015,155.0
염치읍,5~9세,내국인_여자(명),2015,174.0
염치읍,5~9세,내국인_성비,2015,89.1
염치읍,10~14세,총인구(명),2015,318.0
염치읍,10~14세,총인구_남자(명),2015,175.0
염치읍,10~14세,총인구_여자(명),2015,143.0
염치읍,10~14세,총인구_성비,2015,122.4
염치읍,10~14세,내국인(명),2015,317.0
염치읍,10~14세,내국인_남자(명),2015,175.0
염치읍,10~14세,내국인_여자(명),2015,142.0
염치읍,10~14세,내국인_성비,2015,123.2
염치읍,15~19세,총인구(명),2015,287.0
염치읍,15~19세,총인구_남자(명),2015,148.0
염치읍,15~19세,총인구_여자(명),2015,139.0
염치읍,15~19세,총인구_성비,2015,106.5
염치읍,15~19세,내국인(명),2015,284.0
염치읍,15~19세,내국인_남자(명),2015,148.0
염치읍,15~19세,내국인_여자(명),2015,136.0
염치읍,15~19세,내국인_성비,2015,108.8
염치읍,20~24세,총인구(명),2015,383.0
염치읍,20~24세,총인구_남자(명),2015,235.0
염치읍,20~24세,총인구_여자(명),2015,148.0
염치읍,20~24세,총인구_성비,2015,158.8
염치읍,20~24세,내국인(명),2015,344.0
염치읍,20~24세,내국인_남자(명),2015,207.0
염치읍,20~24세,내국인_여자(명),2015,137.0
염치읍,20~24세,내국인_성비,2015,151.1
염치읍,25~29세,총인구(명),2015,403.0
염치읍,25~29세,총인구_남자(명),2015,242.0
염치읍,25~29세,총인구_여자(명),2015,161.0
염치읍,25~29세,총인구_성비,2015,150.3
염치읍,25~29세,내국인(명),2015,335.0
염치읍,25~29세,내국인_남자(명),2015,189.0
염치읍,25~29세,내국인_여자(명),2015,146.0
염치읍,25~29세,내국인_성비,2015,129.5
염치읍,30~34세,총인구(명),2015,646.0
염치읍,30~34세,총인구_남자(명),2015,385.0
염치읍,30~34세,총인구_여자(명),2015,261.0
염치읍,30~34세,총인구_성비,2015,147.5
염치읍,30~34세,내국인(명),2015,582.0
염치읍,30~34세,내국인_남자(명),2015,331.0
염치읍,30~34세,내국인_여자(명),2015,251.0
염치읍,30~34세,내국인_성비,2015,131.9
염치읍,35~39세,총인구(명),2015,596.0
염치읍,35~39세,총인구_남자(명),2015,335.0
염치읍,35~39세,총인구_여자(명),2015,261.0
염치읍,35~39세,총인구_성비,2015,128.4
염치읍,35~39세,내국인(명),2015,541.0
염치읍,35~39세,내국인_남자(명),2015,293.0
염치읍,35~39세,내국인_여자(명),2015,248.0
염치읍,35~39세,내국인_성비,2015,118.1
염치읍,40~44세,총인구(명),2015,559.0
염치읍,40~44세,총인구_남자(명),2015,347.0
염치읍,40~44세,총인구_여자(명),2015,212.0
염치읍,40~44세,총인구_성비,2015,163.7
염치읍,40~44세,내국인(명),2015,514.0
염치읍,40~44세,내국인_남자(명),2015,314.0
염치읍,40~44세,내국인_여자(명),2015,200.0
염치읍,40~44세,내국인_성비,2015,157.0
염치읍,45~49세,총인구(명),2015,506.0
염치읍,45~49세,총인구_남자(명),2015,286.0
염치읍,45~49세,총인구_여자(명),2015,220.0
염치읍,45~49세,총인구_성비,2015,130.0
염치읍,45~49세,내국인(명),2015,480.0
염치읍,45~49세,내국인_남자(명),2015,268.0
염치읍,45~49세,내국인_여자(명),2015,212.0
염치읍,45~49세,내국인_성비,2015,126.4
염치읍,50~54세,총인구(명),2015,550.0
염치읍,50~54세,총인구_남자(명),2015,306.0
염치읍,50~54세,총인구_여자(명),2015,244.0
염치읍,50~54세,총인구_성비,2015,125.4
염치읍,50~54세,내국인(명),2015,533.0
염치읍,50~54세,내국인_남자(명),2015,294.0
염치읍,50~54세,내국인_여자(명),2015,239.0
염치읍,50~54세,내국인_성비,2015,123.0
염치읍,55~59세,총인구(명),2015,622.0
염치읍,55~59세,총인구_남자(명),2015,310.0
염치읍,55~59세,총인구_여자(명),2015,312.0
염치읍,55~59세,총인구_성비,2015,99.4
염치읍,55~59세,내국인(명),2015,607.0
염치읍,55~59세,내국인_남자(명),2015,301.0
염치읍,55~59세,내국인_여자(명),2015,306.0
염치읍,55~59세,내국인_성비,2015,98.4
염치읍,60~64세,총인구(명),2015,478.0
염치읍,60~64세,총인구_남자(명),2015,239.0
염치읍,60~64세,총인구_여자(명),2015,239.0
염치읍,60~64세,총인구_성비,2015,100.0
염치읍,60~64세,내국인(명),2015,462.0
염치읍,60~64세,내국인_남자(명),2015,232.0
염치읍,60~64세,내국인_여자(명),2015,230.0
염치읍,60~64세,내국인_성비,2015,100.9
염치읍,65~69세,총인구(명),2015,409.0
염치읍,65~69세,총인구_남자(명),2015,203.0
염치읍,65~69세,총인구_여자(명),2015,206.0
염치읍,65~69세,총인구_성비,2015,98.5
염치읍,65~69세,내국인(명),2015,404.0
염치읍,65~69세,내국인_남자(명),2015,200.0
염치읍,65~69세,내국인_여자(명),2015,204.0
염치읍,65~69세,내국인_성비,2015,98.0
염치읍,70~74세,총인구(명),2015,374.0
염치읍,70~74세,총인구_남자(명),2015,171.0
염치읍,70~74세,총인구_여자(명),2015,203.0
염치읍,70~74세,총인구_성비,2015,84.2
염치읍,70~74세,내국인(명),2015,372.0
염치읍,70~74세,내국인_남자(명),2015,170.0
염치읍,70~74세,내국인_여자(명),2015,202.0
염치읍,70~74세,내국인_성비,2015,84.2
염치읍,75~79세,총인구(명),2015,399.0
염치읍,75~79세,총인구_남자(명),2015,168.0
염치읍,75~79세,총인구_여자(명),2015,231.0
염치읍,75~79세,총인구_성비,2015,72.7
염치읍,75~79세,내국인(명),2015,399.0
염치읍,75~79세,내국인_남자(명),2015,168.0
염치읍,75~79세,내국인_여자(명),2015,231.0
염치읍,75~79세,내국인_성비,2015,72.7
염치읍,80~84세,총인구(명),2015,249.0
염치읍,80~84세,총인구_남자(명),2015,97.0
염치읍,80~84세,총인구_여자(명),2015,152.0
염치읍,80~84세,총인구_성비,2015,63.8
염치읍,80~84세,내국인(명),2015,249.0
염치읍,80~84세,내국인_남자(명),2015,97.0
염치읍,80~84세,내국인_여자(명),2015,152.0
염치읍,80~84세,내국인_성비,2015,63.8
염치읍,85~89세,총인구(명),2015,94.0
염치읍,85~89세,총인구_남자(명),2015,26.0
염치읍,85~89세,총인구_여자(명),2015,68.0
염치읍,85~89세,총인구_성비,2015,38.2
염치읍,85~89세,내국인(명),2015,94.0
염치읍,85~89세,내국인_남자(명),2015,26.0
염치읍,85~89세,내국인_여자(명),2015,68.0
염치읍,85~89세,내국인_성비,2015,38.2
염치읍,90~94세,총인구(명),2015,45.0
염치읍,90~94세,총인구_남자(명),2015,9.0
염치읍,90~94세,총인구_여자(명),2015,36.0
염치읍,90~94세,총인구_성비,2015,25.0
염치읍,90~94세,내국인(명),2015,45.0
염치읍,90~94세,내국인_남자(명),2015,9.0
염치읍,90~94세,내국인_여자(명),2015,36.0
염치읍,90~94세,내국인_성비,2015,25.0
염치읍,95~99세,총인구(명),2015,11.0
염치읍,95~99세,총인구_여자(명),2015,9.0
염치읍,95~99세,총인구_성비,2015,22.2
염치읍,95~99세,내국인(명),2015,11.0
염치읍,95~99세,내국인_여자(명),2015,9.0
염치읍,95~99세,내국인_성비,2015,22.2
염치읍,15세미만,총인구(명),2015,1032.0
염치읍,15세미만,총인구_남자(명),2015,543.0
염치읍,15세미만,총인구_여자(명),2015,489.0
염치읍,15세미만,총인구_성비,2015,111.0
염치읍,15세미만,내국인(명),2015,1031.0
염치읍,15세미만,내국인_남자(명),2015,543.0
염치읍,15세미만,내국인_여자(명),2015,488.0
염치읍,15세미만,내국인_성비,2015,111.3
염치읍,15~64세,총인구(명),2015,5030.0
염치읍,15~64세,총인구_남자(명),2015,2833.0
염치읍,15~64세,총인구_여자(명),2015,2197.0
염치읍,15~64세,총인구_성비,2015,128.9
염치읍,15~64세,내국인(명),2015,4682.0
염치읍,15~64세,내국인_남자(명),2015,2577.0
염치읍,15~64세,내국인_여자(명),2015,2105.0
염치읍,15~64세,내국인_성비,2015,122.4
염치읍,65세이상,총인구(명),2015,1581.0
염치읍,65세이상,총인구_남자(명),2015,676.0
염치읍,65세이상,총인구_여자(명),2015,905.0
염치읍,65세이상,총인구_성비,2015,74.7
염치읍,65세이상,내국인(명),2015,1574.0
염치읍,65세이상,내국인_남자(명),2015,672.0
염치읍,65세이상,내국인_여자(명),2015,902.0
염치읍,65세이상,내국인_성비,2015,74.5
염치읍,85세이상,총인구(명),2015,150.0
염치읍,85세이상,총인구_남자(명),2015,37.0
염치읍,85세이상,총인구_여자(명),2015,113.0
염치읍,85세이상,총인구_성비,2015,32.7
염치읍,85세이상,내국인(명),2015,150.0
염치읍,85세이상,내국인_남자(명),2015,37.0
염치읍,85세이상,내국인_여자(명),2015,113.0
염치읍,85세이상,내국인_성비,2015,32.7
염치읍,평균연령,총인구(명),2015,44.1
염치읍,평균연령,총인구_남자(명),2015,42.2
염치읍,평균연령,총인구_여자(명),2015,46.3
염치읍,평균연령,내국인(명),2015,44.5
염치읍,평균연령,내국인_남자(명),2015,42.6
염치읍,평균연령,내국인_여자(명),2015,46.5
염치읍,중위연령,총인구(명),2015,44.2
염치읍,중위연령,총인구_남자(명),2015,42.1
염치읍,중위연령,총인구_여자(명),2015,47.7
염치읍,중위연령,내국인(명),2015,45.1
염치읍,중위연령,내국인_남자(명),2015,43.0
염치읍,중위연령,내국인_여자(명),2015,48.2
배방읍,합계,총인구(명),2015,68783.0
배방읍,합계,총인구_남자(명),2015,35132.0
배방읍,합계,총인구_여자(명),2015,33651.0
배방읍,합계,총인구_성비,2015,104.4
배방읍,합계,내국인(명),2015,67730.0
배방읍,합계,내국인_남자(명),2015,34617.0
배방읍,합계,내국인_여자(명),2015,33113.0
배방읍,합계,내국인_성비,2015,104.5
배방읍,0~4세,총인구(명),2015,6130.0
배방읍,0~4세,총인구_남자(명),2015,3138.0
배방읍,0~4세,총인구_여자(명),2015,2992.0
배방읍,0~4세,총인구_성비,2015,104.9
배방읍,0~4세,내국인(명),2015,6117.0
배방읍,0~4세,내국인_남자(명),2015,3134.0
배방읍,0~4세,내국인_여자(명),2015,2983.0
배방읍,0~4세,내국인_성비,2015,105.1
배방읍,5~9세,총인구(명),2015,5024.0
배방읍,5~9세,총인구_남자(명),2015,2618.0
배방읍,5~9세,총인구_여자(명),2015,2406.0
배방읍,5~9세,총인구_성비,2015,108.8
배방읍,5~9세,내국인(명),2015,5018.0
배방읍,5~9세,내국인_남자(명),2015,2617.0
배방읍,5~9세,내국인_여자(명),2015,2401.0
배방읍,5~9세,내국인_성비,2015,109.0
배방읍,10~14세,총인구(명),2015,4005.0
배방읍,10~14세,총인구_남자(명),2015,2050.0
배방읍,10~14세,총인구_여자(명),2015,1955.0
배방읍,10~14세,총인구_성비,2015,104.9
배방읍,10~14세,내국인(명),2015,3995.0
배방읍,10~14세,내국인_남자(명),2015,2044.0
배방읍,10~14세,내국인_여자(명),2015,1951.0
배방읍,10~14세,내국인_성비,2015,104.8
배방읍,15~19세,총인구(명),2015,4396.0
배방읍,15~19세,총인구_남자(명),2015,2329.0
배방읍,15~19세,총인구_여자(명),2015,2067.0
배방읍,15~19세,총인구_성비,2015,112.7
배방읍,15~19세,내국인(명),2015,4359.0
배방읍,15~19세,내국인_남자(명),2015,2309.0
배방읍,15~19세,내국인_여자(명),2015,2050.0
배방읍,15~19세,내국인_성비,2015,112.6
배방읍,20~24세,총인구(명),2015,4441.0
배방읍,20~24세,총인구_남자(명),2015,2300.0
배방읍,20~24세,총인구_여자(명),2015,2141.0
배방읍,20~24세,총인구_성비,2015,107.4
배방읍,20~24세,내국인(명),2015,4197.0
배방읍,20~24세,내국인_남자(명),2015,2203.0
배방읍,20~24세,내국인_여자(명),2015,1994.0
배방읍,20~24세,내국인_성비,2015,110.5
배방읍,25~29세,총인구(명),2015,5117.0
배방읍,25~29세,총인구_남자(명),2015,2368.0
배방읍,25~29세,총인구_여자(명),2015,2749.0
배방읍,25~29세,총인구_성비,2015,86.1
배방읍,25~29세,내국인(명),2015,4975.0
배방읍,25~29세,내국인_남자(명),2015,2286.0
배방읍,25~29세,내국인_여자(명),2015,2689.0
배방읍,25~29세,내국인_성비,2015,85.0
배방읍,30~34세,총인구(명),2015,7596.0
배방읍,30~34세,총인구_남자(명),2015,3958.0
배방읍,30~34세,총인구_여자(명),2015,3638.0
배방읍,30~34세,총인구_성비,2015,108.8
배방읍,30~34세,내국인(명),2015,7466.0
배방읍,30~34세,내국인_남자(명),2015,3888.0
배방읍,30~34세,내국인_여자(명),2015,3578.0
배방읍,30~34세,내국인_성비,2015,108.7
배방읍,35~39세,총인구(명),2015,7455.0
배방읍,35~39세,총인구_남자(명),2015,3911.0
배방읍,35~39세,총인구_여자(명),2015,3544.0
배방읍,35~39세,총인구_성비,2015,110.4
배방읍,35~39세,내국인(명),2015,7360.0
배방읍,35~39세,내국인_남자(명),2015,3860.0
배방읍,35~39세,내국인_여자(명),2015,3500.0
배방읍,35~39세,내국인_성비,2015,110.3
배방읍,40~44세,총인구(명),2015,6424.0
배방읍,40~44세,총인구_남자(명),2015,3421.0
배방읍,40~44세,총인구_여자(명),2015,3003.0
배방읍,40~44세,총인구_성비,2015,113.9
배방읍,40~44세,내국인(명),2015,6345.0
배방읍,40~44세,내국인_남자(명),2015,3376.0
배방읍,40~44세,내국인_여자(명),2015,2969.0
배방읍,40~44세,내국인_성비,2015,113.7
배방읍,45~49세,총인구(명),2015,5153.0
배방읍,45~49세,총인구_남자(명),2015,2754.0
배방읍,45~49세,총인구_여자(명),2015,2399.0
배방읍,45~49세,총인구_성비,2015,114.8
배방읍,45~49세,내국인(명),2015,5062.0
배방읍,45~49세,내국인_남자(명),2015,2711.0
배방읍,45~49세,내국인_여자(명),2015,2351.0
배방읍,45~49세,내국인_성비,2015,115.3
배방읍,50~54세,총인구(명),2015,3987.0
배방읍,50~54세,총인구_남자(명),2015,2137.0
배방읍,50~54세,총인구_여자(명),2015,1850.0
배방읍,50~54세,총인구_성비,2015,115.5
배방읍,50~54세,내국인(명),2015,3914.0
배방읍,50~54세,내국인_남자(명),2015,2103.0
배방읍,50~54세,내국인_여자(명),2015,1811.0
배방읍,50~54세,내국인_성비,2015,116.1
배방읍,55~59세,총인구(명),2015,2964.0
배방읍,55~59세,총인구_남자(명),2015,1483.0
배방읍,55~59세,총인구_여자(명),2015,1481.0
배방읍,55~59세,총인구_성비,2015,100.1
배방읍,55~59세,내국인(명),2015,2910.0
배방읍,55~59세,내국인_남자(명),2015,1458.0
배방읍,55~59세,내국인_여자(명),2015,1452.0
배방읍,55~59세,내국인_성비,2015,100.4
배방읍,60~64세,총인구(명),2015,1933.0
배방읍,60~64세,총인구_남자(명),2015,933.0
배방읍,60~64세,총인구_여자(명),2015,1000.0
배방읍,60~64세,총인구_성비,2015,93.3
배방읍,60~64세,내국인(명),2015,1890.0
배방읍,60~64세,내국인_남자(명),2015,909.0
배방읍,60~64세,내국인_여자(명),2015,981.0
배방읍,60~64세,내국인_성비,2015,92.7
배방읍,65~69세,총인구(명),2015,1380.0
배방읍,65~69세,총인구_남자(명),2015,651.0
배방읍,65~69세,총인구_여자(명),2015,729.0
배방읍,65~69세,총인구_성비,2015,89.3
배방읍,65~69세,내국인(명),2015,1362.0
배방읍,65~69세,내국인_남자(명),2015,647.0
배방읍,65~69세,내국인_여자(명),2015,715.0
배방읍,65~69세,내국인_성비,2015,90.5
배방읍,70~74세,총인구(명),2015,1071.0
배방읍,70~74세,총인구_남자(명),2015,467.0
배방읍,70~74세,총인구_여자(명),2015,604.0
배방읍,70~74세,총인구_성비,2015,77.3
배방읍,70~74세,내국인(명),2015,1063.0
배방읍,70~74세,내국인_남자(명),2015,463.0
배방읍,70~74세,내국인_여자(명),2015,600.0
배방읍,70~74세,내국인_성비,2015,77.2
배방읍,75~79세,총인구(명),2015,816.0
배방읍,75~79세,총인구_남자(명),2015,338.0
배방읍,75~79세,총인구_여자(명),2015,478.0
배방읍,75~79세,총인구_성비,2015,70.7
배방읍,75~79세,내국인(명),2015,810.0
배방읍,75~79세,내국인_남자(명),2015,335.0
배방읍,75~79세,내국인_여자(명),2015,475.0
배방읍,75~79세,내국인_성비,2015,70.5
배방읍,80~84세,총인구(명),2015,565.0
배방읍,80~84세,총인구_남자(명),2015,194.0
배방읍,80~84세,총인구_여자(명),2015,371.0
배방읍,80~84세,총인구_성비,2015,52.3
배방읍,80~84세,내국인(명),2015,563.0
배방읍,80~84세,내국인_남자(명),2015,193.0
배방읍,80~84세,내국인_여자(명),2015,370.0
배방읍,80~84세,내국인_성비,2015,52.2
배방읍,85~89세,총인구(명),2015,236.0
배방읍,85~89세,총인구_남자(명),2015,62.0
배방읍,85~89세,총인구_여자(명),2015,174.0
배방읍,85~89세,총인구_성비,2015,35.6
배방읍,85~89세,내국인(명),2015,235.0
배방읍,85~89세,내국인_남자(명),2015,61.0
배방읍,85~89세,내국인_여자(명),2015,174.0
배방읍,85~89세,내국인_성비,2015,35.1
배방읍,90~94세,총인구(명),2015,70.0
배방읍,90~94세,총인구_남자(명),2015,14.0
배방읍,90~94세,총인구_여자(명),2015,56.0
배방읍,90~94세,총인구_성비,2015,25.0
배방읍,90~94세,내국인(명),2015,69.0
배방읍,90~94세,내국인_남자(명),2015,14.0
배방읍,90~94세,내국인_여자(명),2015,55.0
배방읍,90~94세,내국인_성비,2015,25.5
배방읍,95~99세,총인구(명),2015,16.0
배방읍,95~99세,총인구_남자(명),2015,6.0
배방읍,95~99세,총인구_여자(명),2015,10.0
배방읍,95~99세,총인구_성비,2015,60.0
배방읍,95~99세,내국인(명),2015,16.0
배방읍,95~99세,내국인_남자(명),2015,6.0
배방읍,95~99세,내국인_여자(명),2015,10.0
배방읍,95~99세,내국인_성비,2015,60.0
배방읍,100세이상,총인구_성비,2015,0.0
배방읍,100세이상,내국인_성비,2015,0.0
배방읍,15세미만,총인구(명),2015,15159.0
배방읍,15세미만,총인구_남자(명),2015,7806.0
배방읍,15세미만,총인구_여자(명),2015,7353.0
배방읍,15세미만,총인구_성비,2015,106.2
배방읍,15세미만,내국인(명),2015,15130.0
배방읍,15세미만,내국인_남자(명),2015,7795.0
배방읍,15세미만,내국인_여자(명),2015,7335.0
배방읍,15세미만,내국인_성비,2015,106.3
배방읍,15~64세,총인구(명),2015,49466.0
배방읍,15~64세,총인구_남자(명),2015,25594.0
배방읍,15~64세,총인구_여자(명),2015,23872.0
배방읍,15~64세,총인구_성비,2015,107.2
배방읍,15~64세,내국인(명),2015,48478.0
배방읍,15~64세,내국인_남자(명),2015,25103.0
배방읍,15~64세,내국인_여자(명),2015,23375.0
배방읍,15~64세,내국인_성비,2015,107.4
배방읍,65세이상,총인구(명),2015,4158.0
배방읍,65세이상,총인구_남자(명),2015,1732.0
배방읍,65세이상,총인구_여자(명),2015,2426.0
배방읍,65세이상,총인구_성비,2015,71.4
배방읍,65세이상,내국인(명),2015,4122.0
배방읍,65세이상,내국인_남자(명),2015,1719.0
배방읍,65세이상,내국인_여자(명),2015,2403.0
배방읍,65세이상,내국인_성비,2015,71.5
배방읍,85세이상,총인구(명),2015,326.0
배방읍,85세이상,총인구_남자(명),2015,82.0
배방읍,85세이상,총인구_여자(명),2015,244.0
배방읍,85세이상,총인구_성비,2015,33.6
배방읍,85세이상,내국인(명),2015,324.0
배방읍,85세이상,내국인_남자(명),2015,81.0
배방읍,85세이상,내국인_여자(명),2015,243.0
배방읍,85세이상,내국인_성비,2015,33.3
배방읍,평균연령,총인구(명),2015,33.1
배방읍,평균연령,총인구_남자(명),2015,32.6
배방읍,평균연령,총인구_여자(명),2015,33.5
배방읍,평균연령,내국인(명),2015,33.0
배방읍,평균연령,내국인_남자(명),2015,32.5
배방읍,평균연령,내국인_여자(명),2015,33.5
배방읍,중위연령,총인구(명),2015,33.7
배방읍,중위연령,총인구_남자(명),2015,33.7
배방읍,중위연령,총인구_여자(명),2015,33.6
배방읍,중위연령,내국인(명),2015,33.7
배방읍,중위연령,내국인_남자(명),2015,33.7
배방읍,중위연령,내국인_여자(명),2015,33.6
송악면,합계,총인구(명),2015,4140.0
송악면,합계,총인구_남자(명),2015,2134.0
송악면,합계,총인구_여자(명),2015,2006.0
송악면,합계,총인구_성비,2015,106.4
송악면,합계,내국인(명),2015,4075.0
송악면,합계,내국인_남자(명),2015,2105.0
송악면,합계,내국인_여자(명),2015,1970.0
송악면,합계,내국인_성비,2015,106.9
송악면,0~4세,총인구(명),2015,101.0
송악면,0~4세,총인구_남자(명),2015,53.0
송악면,0~4세,총인구_여자(명),2015,48.0
송악면,0~4세,총인구_성비,2015,110.4
송악면,0~4세,내국인(명),2015,100.0
송악면,0~4세,내국인_남자(명),2015,52.0
송악면,0~4세,내국인_여자(명),2015,48.0
송악면,0~4세,내국인_성비,2015,108.3
송악면,5~9세,총인구(명),2015,192.0
송악면,5~9세,총인구_남자(명),2015,102.0
송악면,5~9세,총인구_여자(명),2015,90.0
송악면,5~9세,총인구_성비,2015,113.3
송악면,5~9세,내국인(명),2015,191.0
송악면,5~9세,내국인_남자(명),2015,101.0
송악면,5~9세,내국인_여자(명),2015,90.0
송악면,5~9세,내국인_성비,2015,112.2
송악면,10~14세,총인구(명),2015,146.0
송악면,10~14세,총인구_남자(명),2015,74.0
송악면,10~14세,총인구_여자(명),2015,72.0
송악면,10~14세,총인구_성비,2015,102.8
송악면,10~14세,내국인(명),2015,145.0
송악면,10~14세,내국인_남자(명),2015,73.0
송악면,10~14세,내국인_여자(명),2015,72.0
송악면,10~14세,내국인_성비,2015,101.4
송악면,15~19세,총인구(명),2015,159.0
송악면,15~19세,총인구_남자(명),2015,94.0
송악면,15~19세,총인구_여자(명),2015,65.0
송악면,15~19세,총인구_성비,2015,144.6
송악면,15~19세,내국인(명),2015,159.0
송악면,15~19세,내국인_남자(명),2015,94.0
송악면,15~19세,내국인_여자(명),2015,65.0
송악면,15~19세,내국인_성비,2015,144.6
송악면,20~24세,총인구(명),2015,347.0
송악면,20~24세,총인구_남자(명),2015,219.0
송악면,20~24세,총인구_여자(명),2015,128.0
송악면,20~24세,총인구_성비,2015,171.1
송악면,20~24세,내국인(명),2015,341.0
송악면,20~24세,내국인_남자(명),2015,216.0
송악면,20~24세,내국인_여자(명),2015,125.0
송악면,20~24세,내국인_성비,2015,172.8
송악면,25~29세,총인구(명),2015,134.0
송악면,25~29세,총인구_남자(명),2015,76.0
송악면,25~29세,총인구_여자(명),2015,58.0
송악면,25~29세,총인구_성비,2015,131.0
송악면,25~29세,내국인(명),2015,120.0
송악면,25~29세,내국인_남자(명),2015,68.0
송악면,25~29세,내국인_여자(명),2015,52.0
송악면,25~29세,내국인_성비,2015,130.8
송악면,30~34세,총인구(명),2015,168.0
송악면,30~34세,총인구_남자(명),2015,100.0
송악면,30~34세,총인구_여자(명),2015,68.0
송악면,30~34세,총인구_성비,2015,147.1
송악면,30~34세,내국인(명),2015,155.0
송악면,30~34세,내국인_남자(명),2015,93.0
송악면,30~34세,내국인_여자(명),2015,62.0
송악면,30~34세,내국인_성비,2015,150.0
송악면,35~39세,총인구(명),2015,199.0
송악면,35~39세,총인구_남자(명),2015,94.0
송악면,35~39세,총인구_여자(명),2015,105.0
송악면,35~39세,총인구_성비,2015,89.5
송악면,35~39세,내국인(명),2015,192.0
송악면,35~39세,내국인_남자(명),2015,93.0
송악면,35~39세,내국인_여자(명),2015,99.0
송악면,35~39세,내국인_성비,2015,93.9
송악면,40~44세,총인구(명),2015,278.0
송악면,40~44세,총인구_남자(명),2015,167.0
송악면,40~44세,총인구_여자(명),2015,111.0
송악면,40~44세,총인구_성비,2015,150.5
송악면,40~44세,내국인(명),2015,271.0
송악면,40~44세,내국인_남자(명),2015,164.0
송악면,40~44세,내국인_여자(명),2015,107.0
송악면,40~44세,내국인_성비,2015,153.3
송악면,45~49세,총인구(명),2015,262.0
송악면,45~49세,총인구_남자(명),2015,144.0
송악면,45~49세,총인구_여자(명),2015,118.0
송악면,45~49세,총인구_성비,2015,122.0
송악면,45~49세,내국인(명),2015,257.0
송악면,45~49세,내국인_남자(명),2015,142.0
송악면,45~49세,내국인_여자(명),2015,115.0
송악면,45~49세,내국인_성비,2015,123.5
송악면,50~54세,총인구(명),2015,319.0
송악면,50~54세,총인구_남자(명),2015,168.0
송악면,50~54세,총인구_여자(명),2015,151.0
송악면,50~54세,총인구_성비,2015,111.3
송악면,50~54세,내국인(명),2015,314.0
송악면,50~54세,내국인_남자(명),2015,168.0
송악면,50~54세,내국인_여자(명),2015,146.0
송악면,50~54세,내국인_성비,2015,115.1
송악면,55~59세,총인구(명),2015,387.0
송악면,55~59세,총인구_남자(명),2015,193.0
송악면,55~59세,총인구_여자(명),2015,194.0
송악면,55~59세,총인구_성비,2015,99.5
송악면,55~59세,내국인(명),2015,383.0
송악면,55~59세,내국인_남자(명),2015,192.0
송악면,55~59세,내국인_여자(명),2015,191.0
송악면,55~59세,내국인_성비,2015,100.5
송악면,60~64세,총인구(명),2015,303.0
송악면,60~64세,총인구_남자(명),2015,154.0
송악면,60~64세,총인구_여자(명),2015,149.0
송악면,60~64세,총인구_성비,2015,103.4
송악면,60~64세,내국인(명),2015,302.0
송악면,60~64세,내국인_남자(명),2015,153.0
송악면,60~64세,내국인_여자(명),2015,149.0
송악면,60~64세,내국인_성비,2015,102.7
송악면,65~69세,총인구(명),2015,294.0
송악면,65~69세,총인구_남자(명),2015,143.0
송악면,65~69세,총인구_여자(명),2015,151.0
송악면,65~69세,총인구_성비,2015,94.7
송악면,65~69세,내국인(명),2015,294.0
송악면,65~69세,내국인_남자(명),2015,143.0
송악면,65~69세,내국인_여자(명),2015,151.0
송악면,65~69세,내국인_성비,2015,94.7
송악면,70~74세,총인구(명),2015,283.0
송악면,70~74세,총인구_남자(명),2015,141.0
송악면,70~74세,총인구_여자(명),2015,142.0
송악면,70~74세,총인구_성비,2015,99.3
송악면,70~74세,내국인(명),2015,283.0
송악면,70~74세,내국인_남자(명),2015,141.0
송악면,70~74세,내국인_여자(명),2015,142.0
송악면,70~74세,내국인_성비,2015,99.3
송악면,75~79세,총인구(명),2015,259.0
송악면,75~79세,총인구_남자(명),2015,116.0
송악면,75~79세,총인구_여자(명),2015,143.0
송악면,75~79세,총인구_성비,2015,81.1
송악면,75~79세,내국인(명),2015,259.0
송악면,75~79세,내국인_남자(명),2015,116.0
송악면,75~79세,내국인_여자(명),2015,143.0
송악면,75~79세,내국인_성비,2015,81.1
송악면,80~84세,총인구(명),2015,196.0
송악면,80~84세,총인구_남자(명),2015,64.0
송악면,80~84세,총인구_여자(명),2015,132.0
송악면,80~84세,총인구_성비,2015,48.5
송악면,80~84세,내국인(명),2015,196.0
송악면,80~84세,내국인_남자(명),2015,64.0
송악면,80~84세,내국인_여자(명),2015,132.0
