읍면동,연령별,항목,연도,값
음봉면,65~69세,총인구_성비,2015,93.1
음봉면,65~69세,내국인(명),2015,524.0
음봉면,65~69세,내국인_남자(명),2015,252.0
음봉면,65~69세,내국인_여자(명),2015,272.0
음봉면,65~69세,내국인_성비,2015,92.6
음봉면,70~74세,총인구(명),2015,443.0
음봉면,70~74세,총인구_남자(명),2015,203.0
음봉면,70~74세,총인구_여자(명),2015,240.0
음봉면,70~74세,총인구_성비,2015,84.6
음봉면,70~74세,내국인(명),2015,440.0
음봉면,70~74세,내국인_남자(명),2015,202.0
음봉면,70~74세,내국인_여자(명),2015,238.0
음봉면,70~74세,내국인_성비,2015,84.9
음봉면,75~79세,총인구(명),2015,386.0
음봉면,75~79세,총인구_남자(명),2015,154.0
음봉면,75~79세,총인구_여자(명),2015,232.0
음봉면,75~79세,총인구_성비,2015,66.4
음봉면,75~79세,내국인(명),2015,386.0
음봉면,75~79세,내국인_남자(명),2015,154.0
음봉면,75~79세,내국인_여자(명),2015,232.0
음봉면,75~79세,내국인_성비,2015,66.4
음봉면,80~84세,총인구(명),2015,291.0
음봉면,80~84세,총인구_남자(명),2015,84.0
음봉면,80~84세,총인구_여자(명),2015,207.0
음봉면,80~84세,총인구_성비,2015,40.6
음봉면,80~84세,내국인(명),2015,291.0
음봉면,80~84세,내국인_남자(명),2015,84.0
음봉면,80~84세,내국인_여자(명),2015,207.0
음봉면,80~84세,내국인_성비,2015,40.6
음봉면,85~89세,총인구(명),2015,107.0
음봉면,85~89세,총인구_남자(명),2015,23.0
음봉면,85~89세,총인구_여자(명),2015,84.0
음봉면,85~89세,총인구_성비,2015,27.4
음봉면,85~89세,내국인(명),2015,107.0
음봉면,85~89세,내국인_남자(명),2015,23.0
음봉면,85~89세,내국인_여자(명),2015,84.0
음봉면,85~89세,내국인_성비,2015,27.4
음봉면,90~94세,총인구(명),2015,43.0
음봉면,90~94세,총인구_남자(명),2015,11.0
음봉면,90~94세,총인구_여자(명),2015,32.0
음봉면,90~94세,총인구_성비,2015,34.4
음봉면,90~94세,내국인(명),2015,43.0
음봉면,90~94세,내국인_남자(명),2015,11.0
음봉면,90~94세,내국인_여자(명),2015,32.0
음봉면,90~94세,내국인_성비,2015,34.4
음봉면,95~99세,총인구(명),2015,7.0
음봉면,95~99세,총인구_여자(명),2015,5.0
음봉면,95~99세,총인구_성비,2015,40.0
음봉면,95~99세,내국인(명),2015,7.0
음봉면,95~99세,내국인_여자(명),2015,5.0
음봉면,95~99세,내국인_성비,2015,40.0
음봉면,100세이상,총인구_성비,2015,0.0
음봉면,100세이상,내국인_성비,2015,0.0
음봉면,15세미만,총인구(명),2015,2609.0
음봉면,15세미만,총인구_남자(명),2015,1337.0
음봉면,15세미만,총인구_여자(명),2015,1272.0
음봉면,15세미만,총인구_성비,2015,105.1
음봉면,15세미만,내국인(명),2015,2590.0
음봉면,15세미만,내국인_남자(명),2015,1329.0
음봉면,15세미만,내국인_여자(명),2015,1261.0
음봉면,15세미만,내국인_성비,2015,105.4
음봉면,15~64세,총인구(명),2015,13410.0
음봉면,15~64세,총인구_남자(명),2015,8037.0
음봉면,15~64세,총인구_여자(명),2015,5373.0
음봉면,15~64세,총인구_성비,2015,149.6
음봉면,15~64세,내국인(명),2015,11971.0
음봉면,15~64세,내국인_남자(명),2015,6918.0
음봉면,15~64세,내국인_여자(명),2015,5053.0
음봉면,15~64세,내국인_성비,2015,136.9
음봉면,65세이상,총인구(명),2015,1808.0
음봉면,65세이상,총인구_남자(명),2015,732.0
음봉면,65세이상,총인구_여자(명),2015,1076.0
음봉면,65세이상,총인구_성비,2015,68.0
음봉면,65세이상,내국인(명),2015,1800.0
음봉면,65세이상,내국인_남자(명),2015,728.0
음봉면,65세이상,내국인_여자(명),2015,1072.0
음봉면,65세이상,내국인_성비,2015,67.9
음봉면,85세이상,총인구(명),2015,159.0
음봉면,85세이상,총인구_남자(명),2015,36.0
음봉면,85세이상,총인구_여자(명),2015,123.0
음봉면,85세이상,총인구_성비,2015,29.3
음봉면,85세이상,내국인(명),2015,159.0
음봉면,85세이상,내국인_남자(명),2015,36.0
음봉면,85세이상,내국인_여자(명),2015,123.0
음봉면,85세이상,내국인_성비,2015,29.3
음봉면,평균연령,총인구(명),2015,38.0
음봉면,평균연령,총인구_남자(명),2015,37.1
음봉면,평균연령,총인구_여자(명),2015,39.2
음봉면,평균연령,내국인(명),2015,38.3
음봉면,평균연령,내국인_남자(명),2015,37.5
음봉면,평균연령,내국인_여자(명),2015,39.3
음봉면,중위연령,총인구(명),2015,36.5
음봉면,중위연령,총인구_남자(명),2015,36.0
음봉면,중위연령,총인구_여자(명),2015,37.6
음봉면,중위연령,내국인(명),2015,37.2
음봉면,중위연령,내국인_남자(명),2015,36.8
음봉면,중위연령,내국인_여자(명),2015,37.8
둔포면,합계,총인구(명),2015,13592.0
둔포면,합계,총인구_남자(명),2015,8156.0
둔포면,합계,총인구_여자(명),2015,5436.0
둔포면,합계,총인구_성비,2015,150.0
둔포면,합계,내국인(명),2015,10614.0
둔포면,합계,내국인_남자(명),2015,5847.0
둔포면,합계,내국인_여자(명),2015,4767.0
둔포면,합계,내국인_성비,2015,122.7
둔포면,0~4세,총인구(명),2015,343.0
둔포면,0~4세,총인구_남자(명),2015,169.0
둔포면,0~4세,총인구_여자(명),2015,174.0
둔포면,0~4세,총인구_성비,2015,97.1
둔포면,0~4세,내국인(명),2015,325.0
둔포면,0~4세,내국인_남자(명),2015,159.0
둔포면,0~4세,내국인_여자(명),2015,166.0
둔포면,0~4세,내국인_성비,2015,95.8
둔포면,5~9세,총인구(명),2015,409.0
둔포면,5~9세,총인구_남자(명),2015,209.0
둔포면,5~9세,총인구_여자(명),2015,200.0
둔포면,5~9세,총인구_성비,2015,104.5
둔포면,5~9세,내국인(명),2015,394.0
둔포면,5~9세,내국인_남자(명),2015,199.0
둔포면,5~9세,내국인_여자(명),2015,195.0
둔포면,5~9세,내국인_성비,2015,102.1
둔포면,10~14세,총인구(명),2015,370.0
둔포면,10~14세,총인구_남자(명),2015,190.0
둔포면,10~14세,총인구_여자(명),2015,180.0
둔포면,10~14세,총인구_성비,2015,105.6
둔포면,10~14세,내국인(명),2015,365.0
둔포면,10~14세,내국인_남자(명),2015,187.0
둔포면,10~14세,내국인_여자(명),2015,178.0
둔포면,10~14세,내국인_성비,2015,105.1
둔포면,15~19세,총인구(명),2015,497.0
둔포면,15~19세,총인구_남자(명),2015,285.0
둔포면,15~19세,총인구_여자(명),2015,212.0
둔포면,15~19세,총인구_성비,2015,134.4
둔포면,15~19세,내국인(명),2015,483.0
둔포면,15~19세,내국인_남자(명),2015,278.0
둔포면,15~19세,내국인_여자(명),2015,205.0
둔포면,15~19세,내국인_성비,2015,135.6
둔포면,20~24세,총인구(명),2015,827.0
둔포면,20~24세,총인구_남자(명),2015,553.0
둔포면,20~24세,총인구_여자(명),2015,274.0
둔포면,20~24세,총인구_성비,2015,201.8
둔포면,20~24세,내국인(명),2015,546.0
둔포면,20~24세,내국인_남자(명),2015,311.0
둔포면,20~24세,내국인_여자(명),2015,235.0
둔포면,20~24세,내국인_성비,2015,132.3
둔포면,25~29세,총인구(명),2015,1365.0
둔포면,25~29세,총인구_남자(명),2015,1016.0
둔포면,25~29세,총인구_여자(명),2015,349.0
둔포면,25~29세,총인구_성비,2015,291.1
둔포면,25~29세,내국인(명),2015,690.0
둔포면,25~29세,내국인_남자(명),2015,462.0
둔포면,25~29세,내국인_여자(명),2015,228.0
둔포면,25~29세,내국인_성비,2015,202.6
둔포면,30~34세,총인구(명),2015,1490.0
둔포면,30~34세,총인구_남자(명),2015,1113.0
둔포면,30~34세,총인구_여자(명),2015,377.0
둔포면,30~34세,총인구_성비,2015,295.2
둔포면,30~34세,내국인(명),2015,846.0
둔포면,30~34세,내국인_남자(명),2015,575.0
둔포면,30~34세,내국인_여자(명),2015,271.0
둔포면,30~34세,내국인_성비,2015,212.2
둔포면,35~39세,총인구(명),2015,1181.0
둔포면,35~39세,총인구_남자(명),2015,831.0
둔포면,35~39세,총인구_여자(명),2015,350.0
둔포면,35~39세,총인구_성비,2015,237.4
둔포면,35~39세,내국인(명),2015,722.0
둔포면,35~39세,내국인_남자(명),2015,464.0
둔포면,35~39세,내국인_여자(명),2015,258.0
둔포면,35~39세,내국인_성비,2015,179.8
둔포면,40~44세,총인구(명),2015,1086.0
둔포면,40~44세,총인구_남자(명),2015,725.0
둔포면,40~44세,총인구_여자(명),2015,361.0
둔포면,40~44세,총인구_성비,2015,200.8
둔포면,40~44세,내국인(명),2015,775.0
둔포면,40~44세,내국인_남자(명),2015,488.0
둔포면,40~44세,내국인_여자(명),2015,287.0
둔포면,40~44세,내국인_성비,2015,170.0
둔포면,45~49세,총인구(명),2015,1052.0
둔포면,45~49세,총인구_남자(명),2015,638.0
둔포면,45~49세,총인구_여자(명),2015,414.0
둔포면,45~49세,총인구_성비,2015,154.1
둔포면,45~49세,내국인(명),2015,822.0
둔포면,45~49세,내국인_남자(명),2015,486.0
둔포면,45~49세,내국인_여자(명),2015,336.0
둔포면,45~49세,내국인_성비,2015,144.6
둔포면,50~54세,총인구(명),2015,1142.0
둔포면,50~54세,총인구_남자(명),2015,643.0
둔포면,50~54세,총인구_여자(명),2015,499.0
둔포면,50~54세,총인구_성비,2015,128.9
둔포면,50~54세,내국인(명),2015,978.0
둔포면,50~54세,내국인_남자(명),2015,539.0
둔포면,50~54세,내국인_여자(명),2015,439.0
둔포면,50~54세,내국인_성비,2015,122.8
둔포면,55~59세,총인구(명),2015,1077.0
둔포면,55~59세,총인구_남자(명),2015,580.0
둔포면,55~59세,총인구_여자(명),2015,497.0
둔포면,55~59세,총인구_성비,2015,116.7
둔포면,55~59세,내국인(명),2015,980.0
둔포면,55~59세,내국인_남자(명),2015,526.0
둔포면,55~59세,내국인_여자(명),2015,454.0
둔포면,55~59세,내국인_성비,2015,115.9
둔포면,60~64세,총인구(명),2015,732.0
둔포면,60~64세,총인구_남자(명),2015,378.0
둔포면,60~64세,총인구_여자(명),2015,354.0
둔포면,60~64세,총인구_성비,2015,106.8
둔포면,60~64세,내국인(명),2015,687.0
둔포면,60~64세,내국인_남자(명),2015,354.0
둔포면,60~64세,내국인_여자(명),2015,333.0
둔포면,60~64세,내국인_성비,2015,106.3
둔포면,65~69세,총인구(명),2015,539.0
둔포면,65~69세,총인구_남자(명),2015,264.0
둔포면,65~69세,총인구_여자(명),2015,275.0
둔포면,65~69세,총인구_성비,2015,96.0
둔포면,65~69세,내국인(명),2015,530.0
둔포면,65~69세,내국인_남자(명),2015,258.0
둔포면,65~69세,내국인_여자(명),2015,272.0
둔포면,65~69세,내국인_성비,2015,94.9
둔포면,70~74세,총인구(명),2015,485.0
둔포면,70~74세,총인구_남자(명),2015,211.0
둔포면,70~74세,총인구_여자(명),2015,274.0
둔포면,70~74세,총인구_성비,2015,77.0
둔포면,70~74세,내국인(명),2015,483.0
둔포면,70~74세,내국인_남자(명),2015,211.0
둔포면,70~74세,내국인_여자(명),2015,272.0
둔포면,70~74세,내국인_성비,2015,77.6
둔포면,75~79세,총인구(명),2015,474.0
둔포면,75~79세,총인구_남자(명),2015,183.0
둔포면,75~79세,총인구_여자(명),2015,291.0
둔포면,75~79세,총인구_성비,2015,62.9
둔포면,75~79세,내국인(명),2015,468.0
둔포면,75~79세,내국인_남자(명),2015,183.0
둔포면,75~79세,내국인_여자(명),2015,285.0
둔포면,75~79세,내국인_성비,2015,64.2
둔포면,80~84세,총인구(명),2015,308.0
둔포면,80~84세,총인구_남자(명),2015,113.0
둔포면,80~84세,총인구_여자(명),2015,195.0
둔포면,80~84세,총인구_성비,2015,57.9
둔포면,80~84세,내국인(명),2015,306.0
둔포면,80~84세,내국인_남자(명),2015,113.0
둔포면,80~84세,내국인_여자(명),2015,193.0
둔포면,80~84세,내국인_성비,2015,58.5
둔포면,85~89세,총인구(명),2015,149.0
둔포면,85~89세,총인구_남자(명),2015,40.0
둔포면,85~89세,총인구_여자(명),2015,109.0
둔포면,85~89세,총인구_성비,2015,36.7
둔포면,85~89세,내국인(명),2015,149.0
둔포면,85~89세,내국인_남자(명),2015,40.0
둔포면,85~89세,내국인_여자(명),2015,109.0
둔포면,85~89세,내국인_성비,2015,36.7
둔포면,90~94세,총인구(명),2015,58.0
둔포면,90~94세,총인구_남자(명),2015,15.0
둔포면,90~94세,총인구_여자(명),2015,43.0
둔포면,90~94세,총인구_성비,2015,34.9
둔포면,90~94세,내국인(명),2015,57.0
둔포면,90~94세,내국인_남자(명),2015,14.0
둔포면,90~94세,내국인_여자(명),2015,43.0
둔포면,90~94세,내국인_성비,2015,32.6
둔포면,95~99세,총인구(명),2015,6.0
둔포면,95~99세,총인구_여자(명),2015,6.0
둔포면,95~99세,총인구_성비,2015,0.0
둔포면,95~99세,내국인(명),2015,6.0
둔포면,95~99세,내국인_여자(명),2015,6.0
둔포면,95~99세,내국인_성비,2015,0.0
둔포면,100세이상,총인구_성비,2015,0.0
둔포면,100세이상,내국인_성비,2015,0.0
둔포면,15세미만,총인구(명),2015,1122.0
둔포면,15세미만,총인구_남자(명),2015,568.0
둔포면,15세미만,총인구_여자(명),2015,554.0
둔포면,15세미만,총인구_성비,2015,102.5
둔포면,15세미만,내국인(명),2015,1084.0
둔포면,15세미만,내국인_남자(명),2015,545.0
둔포면,15세미만,내국인_여자(명),2015,539.0
둔포면,15세미만,내국인_성비,2015,101.1
둔포면,15~64세,총인구(명),2015,10449.0
둔포면,15~64세,총인구_남자(명),2015,6762.0
둔포면,15~64세,총인구_여자(명),2015,3687.0
둔포면,15~64세,총인구_성비,2015,183.4
둔포면,15~64세,내국인(명),2015,7529.0
둔포면,15~64세,내국인_남자(명),2015,4483.0
둔포면,15~64세,내국인_여자(명),2015,3046.0
둔포면,15~64세,내국인_성비,2015,147.2
둔포면,65세이상,총인구(명),2015,2021.0
둔포면,65세이상,총인구_남자(명),2015,826.0
둔포면,65세이상,총인구_여자(명),2015,1195.0
둔포면,65세이상,총인구_성비,2015,69.1
둔포면,65세이상,내국인(명),2015,2001.0
둔포면,65세이상,내국인_남자(명),2015,819.0
둔포면,65세이상,내국인_여자(명),2015,1182.0
둔포면,65세이상,내국인_성비,2015,69.3
둔포면,85세이상,총인구(명),2015,215.0
둔포면,85세이상,총인구_남자(명),2015,55.0
둔포면,85세이상,총인구_여자(명),2015,160.0
둔포면,85세이상,총인구_성비,2015,34.4
둔포면,85세이상,내국인(명),2015,214.0
둔포면,85세이상,내국인_남자(명),2015,54.0
둔포면,85세이상,내국인_여자(명),2015,160.0
둔포면,85세이상,내국인_성비,2015,33.8
둔포면,평균연령,총인구(명),2015,42.9
둔포면,평균연령,총인구_남자(명),2015,40.5
둔포면,평균연령,총인구_여자(명),2015,46.4
둔포면,평균연령,내국인(명),2015,44.9
둔포면,평균연령,내국인_남자(명),2015,42.8
둔포면,평균연령,내국인_여자(명),2015,47.5
둔포면,중위연령,총인구(명),2015,41.6
둔포면,중위연령,총인구_남자(명),2015,38.0
둔포면,중위연령,총인구_여자(명),2015,47.8
둔포면,중위연령,내국인(명),2015,46.0
둔포면,중위연령,내국인_남자(명),2015,43.1
둔포면,중위연령,내국인_여자(명),2015,50.3
영인면,합계,총인구(명),2015,7009.0
영인면,합계,총인구_남자(명),2015,3972.0
영인면,합계,총인구_여자(명),2015,3037.0
영인면,합계,총인구_성비,2015,130.8
영인면,합계,내국인(명),2015,5954.0
영인면,합계,내국인_남자(명),2015,3139.0
영인면,합계,내국인_여자(명),2015,2815.0
영인면,합계,내국인_성비,2015,111.5
영인면,0~4세,총인구(명),2015,88.0
영인면,0~4세,총인구_남자(명),2015,57.0
영인면,0~4세,총인구_여자(명),2015,31.0
영인면,0~4세,총인구_성비,2015,183.9
영인면,0~4세,내국인(명),2015,85.0
영인면,0~4세,내국인_남자(명),2015,54.0
영인면,0~4세,내국인_여자(명),2015,31.0
영인면,0~4세,내국인_성비,2015,174.2
영인면,5~9세,총인구(명),2015,129.0
영인면,5~9세,총인구_남자(명),2015,72.0
영인면,5~9세,총인구_여자(명),2015,57.0
영인면,5~9세,총인구_성비,2015,126.3
영인면,5~9세,내국인(명),2015,126.0
영인면,5~9세,내국인_남자(명),2015,70.0
영인면,5~9세,내국인_여자(명),2015,56.0
영인면,5~9세,내국인_성비,2015,125.0
영인면,10~14세,총인구(명),2015,199.0
영인면,10~14세,총인구_남자(명),2015,111.0
영인면,10~14세,총인구_여자(명),2015,88.0
영인면,10~14세,총인구_성비,2015,126.1
영인면,10~14세,내국인(명),2015,199.0
영인면,10~14세,내국인_남자(명),2015,111.0
영인면,10~14세,내국인_여자(명),2015,88.0
영인면,10~14세,내국인_성비,2015,126.1
영인면,15~19세,총인구(명),2015,223.0
영인면,15~19세,총인구_남자(명),2015,117.0
영인면,15~19세,총인구_여자(명),2015,106.0
영인면,15~19세,총인구_성비,2015,110.4
영인면,15~19세,내국인(명),2015,216.0
영인면,15~19세,내국인_남자(명),2015,112.0
영인면,15~19세,내국인_여자(명),2015,104.0
영인면,15~19세,내국인_성비,2015,107.7
영인면,20~24세,총인구(명),2015,425.0
영인면,20~24세,총인구_남자(명),2015,291.0
영인면,20~24세,총인구_여자(명),2015,134.0
영인면,20~24세,총인구_성비,2015,217.2
영인면,20~24세,내국인(명),2015,307.0
영인면,20~24세,내국인_남자(명),2015,198.0
영인면,20~24세,내국인_여자(명),2015,109.0
영인면,20~24세,내국인_성비,2015,181.7
영인면,25~29세,총인구(명),2015,534.0
영인면,25~29세,총인구_남자(명),2015,388.0
영인면,25~29세,총인구_여자(명),2015,146.0
영인면,25~29세,총인구_성비,2015,265.8
영인면,25~29세,내국인(명),2015,292.0
영인면,25~29세,내국인_남자(명),2015,185.0
영인면,25~29세,내국인_여자(명),2015,107.0
영인면,25~29세,내국인_성비,2015,172.9
영인면,30~34세,총인구(명),2015,513.0
영인면,30~34세,총인구_남자(명),2015,358.0
영인면,30~34세,총인구_여자(명),2015,155.0
영인면,30~34세,총인구_성비,2015,231.0
영인면,30~34세,내국인(명),2015,284.0
영인면,30~34세,내국인_남자(명),2015,178.0
영인면,30~34세,내국인_여자(명),2015,106.0
영인면,30~34세,내국인_성비,2015,167.9
영인면,35~39세,총인구(명),2015,408.0
영인면,35~39세,총인구_남자(명),2015,302.0
영인면,35~39세,총인구_여자(명),2015,106.0
영인면,35~39세,총인구_성비,2015,284.9
영인면,35~39세,내국인(명),2015,247.0
영인면,35~39세,내국인_남자(명),2015,164.0
영인면,35~39세,내국인_여자(명),2015,83.0
영인면,35~39세,내국인_성비,2015,197.6
영인면,40~44세,총인구(명),2015,429.0
영인면,40~44세,총인구_남자(명),2015,279.0
영인면,40~44세,총인구_여자(명),2015,150.0
영인면,40~44세,총인구_성비,2015,186.0
영인면,40~44세,내국인(명),2015,317.0
영인면,40~44세,내국인_남자(명),2015,200.0
영인면,40~44세,내국인_여자(명),2015,117.0
영인면,40~44세,내국인_성비,2015,170.9
영인면,45~49세,총인구(명),2015,472.0
영인면,45~49세,총인구_남자(명),2015,275.0
영인면,45~49세,총인구_여자(명),2015,197.0
영인면,45~49세,총인구_성비,2015,139.6
영인면,45~49세,내국인(명),2015,394.0
영인면,45~49세,내국인_남자(명),2015,218.0
영인면,45~49세,내국인_여자(명),2015,176.0
영인면,45~49세,내국인_성비,2015,123.9
영인면,50~54세,총인구(명),2015,620.0
영인면,50~54세,총인구_남자(명),2015,364.0
영인면,50~54세,총인구_여자(명),2015,256.0
영인면,50~54세,총인구_성비,2015,142.2
영인면,50~54세,내국인(명),2015,563.0
영인면,50~54세,내국인_남자(명),2015,321.0
영인면,50~54세,내국인_여자(명),2015,242.0
영인면,50~54세,내국인_성비,2015,132.6
영인면,55~59세,총인구(명),2015,648.0
영인면,55~59세,총인구_남자(명),2015,351.0
영인면,55~59세,총인구_여자(명),2015,297.0
영인면,55~59세,총인구_성비,2015,118.2
영인면,55~59세,내국인(명),2015,620.0
영인면,55~59세,내국인_남자(명),2015,328.0
영인면,55~59세,내국인_여자(명),2015,292.0
영인면,55~59세,내국인_성비,2015,112.3
영인면,60~64세,총인구(명),2015,493.0
영인면,60~64세,총인구_남자(명),2015,253.0
영인면,60~64세,총인구_여자(명),2015,240.0
영인면,60~64세,총인구_성비,2015,105.4
영인면,60~64세,내국인(명),2015,486.0
영인면,60~64세,내국인_남자(명),2015,250.0
영인면,60~64세,내국인_여자(명),2015,236.0
영인면,60~64세,내국인_성비,2015,105.9
영인면,65~69세,총인구(명),2015,474.0
영인면,65~69세,총인구_남자(명),2015,234.0
영인면,65~69세,총인구_여자(명),2015,240.0
영인면,65~69세,총인구_성비,2015,97.5
영인면,65~69세,내국인(명),2015,473.0
영인면,65~69세,내국인_남자(명),2015,233.0
영인면,65~69세,내국인_여자(명),2015,240.0
영인면,65~69세,내국인_성비,2015,97.1
영인면,70~74세,총인구(명),2015,408.0
영인면,70~74세,총인구_남자(명),2015,176.0
영인면,70~74세,총인구_여자(명),2015,232.0
영인면,70~74세,총인구_성비,2015,75.9
영인면,70~74세,내국인(명),2015,404.0
영인면,70~74세,내국인_남자(명),2015,174.0
영인면,70~74세,내국인_여자(명),2015,230.0
영인면,70~74세,내국인_성비,2015,75.7
영인면,75~79세,총인구(명),2015,470.0
영인면,75~79세,총인구_남자(명),2015,199.0
영인면,75~79세,총인구_여자(명),2015,271.0
영인면,75~79세,총인구_성비,2015,73.4
영인면,75~79세,내국인(명),2015,469.0
영인면,75~79세,내국인_남자(명),2015,199.0
영인면,75~79세,내국인_여자(명),2015,270.0
영인면,75~79세,내국인_성비,2015,73.7
영인면,80~84세,총인구(명),2015,291.0
영인면,80~84세,총인구_남자(명),2015,99.0
영인면,80~84세,총인구_여자(명),2015,192.0
영인면,80~84세,총인구_성비,2015,51.6
영인면,80~84세,내국인(명),2015,290.0
영인면,80~84세,내국인_남자(명),2015,98.0
영인면,80~84세,내국인_여자(명),2015,192.0
영인면,80~84세,내국인_성비,2015,51.0
영인면,85~89세,총인구(명),2015,124.0
영인면,85~89세,총인구_남자(명),2015,28.0
영인면,85~89세,총인구_여자(명),2015,96.0
영인면,85~89세,총인구_성비,2015,29.2
영인면,85~89세,내국인(명),2015,124.0
영인면,85~89세,내국인_남자(명),2015,28.0
영인면,85~89세,내국인_여자(명),2015,96.0
영인면,85~89세,내국인_성비,2015,29.2
영인면,90~94세,총인구(명),2015,52.0
영인면,90~94세,총인구_남자(명),2015,15.0
영인면,90~94세,총인구_여자(명),2015,37.0
영인면,90~94세,총인구_성비,2015,40.5
영인면,90~94세,내국인(명),2015,49.0
영인면,90~94세,내국인_남자(명),2015,15.0
영인면,90~94세,내국인_여자(명),2015,34.0
영인면,90~94세,내국인_성비,2015,44.1
영인면,95~99세,총인구(명),2015,9.0
영인면,95~99세,총인구_여자(명),2015,6.0
영인면,95~99세,총인구_성비,2015,50.0
영인면,95~99세,내국인(명),2015,9.0
영인면,95~99세,내국인_여자(명),2015,6.0
영인면,95~99세,내국인_성비,2015,50.0
영인면,15세미만,총인구(명),2015,416.0
영인면,15세미만,총인구_남자(명),2015,240.0
영인면,15세미만,총인구_여자(명),2015,176.0
영인면,15세미만,총인구_성비,2015,136.4
영인면,15세미만,내국인(명),2015,410.0
영인면,15세미만,내국인_남자(명),2015,235.0
영인면,15세미만,내국인_여자(명),2015,175.0
영인면,15세미만,내국인_성비,2015,134.3
영인면,15~64세,총인구(명),2015,4765.0
영인면,15~64세,총인구_남자(명),2015,2978.0
영인면,15~64세,총인구_여자(명),2015,1787.0
영인면,15~64세,총인구_성비,2015,166.6
영인면,15~64세,내국인(명),2015,3726.0
영인면,15~64세,내국인_남자(명),2015,2154.0
영인면,15~64세,내국인_여자(명),2015,1572.0
영인면,15~64세,내국인_성비,2015,137.0
영인면,65세이상,총인구(명),2015,1828.0
영인면,65세이상,총인구_남자(명),2015,754.0
영인면,65세이상,총인구_여자(명),2015,1074.0
영인면,65세이상,총인구_성비,2015,70.2
영인면,65세이상,내국인(명),2015,1818.0
영인면,65세이상,내국인_남자(명),2015,750.0
영인면,65세이상,내국인_여자(명),2015,1068.0
영인면,65세이상,내국인_성비,2015,70.2
영인면,85세이상,총인구(명),2015,185.0
영인면,85세이상,총인구_남자(명),2015,46.0
영인면,85세이상,총인구_여자(명),2015,139.0
영인면,85세이상,총인구_성비,2015,33.1
영인면,85세이상,내국인(명),2015,182.0
영인면,85세이상,내국인_남자(명),2015,46.0
영인면,85세이상,내국인_여자(명),2015,136.0
영인면,85세이상,내국인_성비,2015,33.8
영인면,평균연령,총인구(명),2015,49.0
영인면,평균연령,총인구_남자(명),2015,45.4
영인면,평균연령,총인구_여자(명),2015,53.7
영인면,평균연령,내국인(명),2015,51.4
영인면,평균연령,내국인_남자(명),2015,48.3
영인면,평균연령,내국인_여자(명),2015,54.9
영인면,중위연령,총인구(명),2015,50.7
영인면,중위연령,총인구_남자(명),2015,45.2
영인면,중위연령,총인구_여자(명),2015,56.5
영인면,중위연령,내국인(명),2015,54.6
영인면,중위연령,내국인_남자(명),2015,51.3
영인면,중위연령,내국인_여자(명),2015,58.2
인주면,합계,총인구(명),2015,8406.0
인주면,합계,총인구_남자(명),2015,4825.0
인주면,합계,총인구_여자(명),2015,3581.0
인주면,합계,총인구_성비,2015,134.7
인주면,합계,내국인(명),2015,7459.0
인주면,합계,내국인_남자(명),2015,4091.0
인주면,합계,내국인_여자(명),2015,3368.0
인주면,합계,내국인_성비,2015,121.5
인주면,0~4세,총인구(명),2015,359.0
인주면,0~4세,총인구_남자(명),2015,182.0
인주면,0~4세,총인구_여자(명),2015,177.0
인주면,0~4세,총인구_성비,2015,102.8
인주면,0~4세,내국인(명),2015,353.0
인주면,0~4세,내국인_남자(명),2015,177.0
인주면,0~4세,내국인_여자(명),2015,176.0
인주면,0~4세,내국인_성비,2015,100.6
인주면,5~9세,총인구(명),2015,286.0
인주면,5~9세,총인구_남자(명),2015,148.0
인주면,5~9세,총인구_여자(명),2015,138.0
인주면,5~9세,총인구_성비,2015,107.2
인주면,5~9세,내국인(명),2015,278.0
인주면,5~9세,내국인_남자(명),2015,143.0
인주면,5~9세,내국인_여자(명),2015,135.0
인주면,5~9세,내국인_성비,2015,105.9
인주면,10~14세,총인구(명),2015,233.0
인주면,10~14세,총인구_남자(명),2015,127.0
인주면,10~14세,총인구_여자(명),2015,106.0
인주면,10~14세,총인구_성비,2015,119.8
인주면,10~14세,내국인(명),2015,232.0
인주면,10~14세,내국인_남자(명),2015,127.0
인주면,10~14세,내국인_여자(명),2015,105.0
인주면,10~14세,내국인_성비,2015,121.0
인주면,15~19세,총인구(명),2015,238.0
인주면,15~19세,총인구_남자(명),2015,119.0
인주면,15~19세,총인구_여자(명),2015,119.0
인주면,15~19세,총인구_성비,2015,100.0
인주면,15~19세,내국인(명),2015,233.0
인주면,15~19세,내국인_남자(명),2015,115.0
인주면,15~19세,내국인_여자(명),2015,118.0
인주면,15~19세,내국인_성비,2015,97.5
인주면,20~24세,총인구(명),2015,418.0
인주면,20~24세,총인구_남자(명),2015,272.0
인주면,20~24세,총인구_여자(명),2015,146.0
인주면,20~24세,총인구_성비,2015,186.3
인주면,20~24세,내국인(명),2015,348.0
인주면,20~24세,내국인_남자(명),2015,217.0
인주면,20~24세,내국인_여자(명),2015,131.0
인주면,20~24세,내국인_성비,2015,165.6
인주면,25~29세,총인구(명),2015,587.0
인주면,25~29세,총인구_남자(명),2015,396.0
인주면,25~29세,총인구_여자(명),2015,191.0
인주면,25~29세,총인구_성비,2015,207.3
인주면,25~29세,내국인(명),2015,397.0
인주면,25~29세,내국인_남자(명),2015,243.0
인주면,25~29세,내국인_여자(명),2015,154.0
인주면,25~29세,내국인_성비,2015,157.8
