시도,성별,연령대,연도,인구수
충청남도,계,계,2014,2087600
충청남도,계,0 - 4세,2014,98885
충청남도,계,5 - 9세,2014,96922
충청남도,계,10 - 14세,2014,109870
충청남도,계,15 - 19세,2014,138950
충청남도,계,20 - 24세,2014,139208
충청남도,계,25 - 29세,2014,128911
충청남도,계,30 - 34세,2014,160240
충청남도,계,35 - 39세,2014,152392
충청남도,계,40 - 44세,2014,170107
충청남도,계,45 - 49세,2014,162124
충청남도,계,50 - 54세,2014,163867
충청남도,계,55 - 59세,2014,141140
충청남도,계,60 - 64세,2014,103547
충청남도,계,65 - 69세,2014,85733
충청남도,계,70 - 74세,2014,85480
충청남도,계,75 - 79세,2014,76114
충청남도,계,80세이상,2014,74110
충청남도,계,80 - 84세,2014,45567
충청남도,계,85 - 89세,2014,20233
충청남도,계,90 - 94세,2014,6825
충청남도,계,95 - 99세,2014,1330
충청남도,계,100세 이상,2014,155
충청남도,남자,계,2014,1067014
충청남도,남자,0 - 4세,2014,51047
충청남도,남자,5 - 9세,2014,50190
충청남도,남자,10 - 14세,2014,57217
충청남도,남자,15 - 19세,2014,72067
충청남도,남자,20 - 24세,2014,75034
충청남도,남자,25 - 29세,2014,71624
충청남도,남자,30 - 34세,2014,88122
충청남도,남자,35 - 39세,2014,82422
충청남도,남자,40 - 44세,2014,91453
충청남도,남자,45 - 49세,2014,85997
충청남도,남자,50 - 54세,2014,85823
충청남도,남자,55 - 59세,2014,71865
충청남도,남자,60 - 64세,2014,50928
충청남도,남자,65 - 69세,2014,41604
충청남도,남자,70 - 74세,2014,37024
충청남도,남자,75 - 79세,2014,30498
충청남도,남자,80세이상,2014,24099
충청남도,남자,80 - 84세,2014,16172
충청남도,남자,85 - 89세,2014,5992
충청남도,남자,90 - 94세,2014,1634
충청남도,남자,95 - 99세,2014,284
충청남도,남자,100세 이상,2014,17
충청남도,여자,계,2014,1020586
충청남도,여자,0 - 4세,2014,47838
충청남도,여자,5 - 9세,2014,46732
충청남도,여자,10 - 14세,2014,52653
충청남도,여자,15 - 19세,2014,66883
충청남도,여자,20 - 24세,2014,64174
충청남도,여자,25 - 29세,2014,57287
충청남도,여자,30 - 34세,2014,72118
충청남도,여자,35 - 39세,2014,69970
충청남도,여자,40 - 44세,2014,78654
충청남도,여자,45 - 49세,2014,76127
충청남도,여자,50 - 54세,2014,78044
충청남도,여자,55 - 59세,2014,69275
충청남도,여자,60 - 64세,2014,52619
충청남도,여자,65 - 69세,2014,44129
충청남도,여자,70 - 74세,2014,48456
충청남도,여자,75 - 79세,2014,45616
충청남도,여자,80세이상,2014,50011
충청남도,여자,80 - 84세,2014,29395
충청남도,여자,85 - 89세,2014,14241
충청남도,여자,90 - 94세,2014,5191
충청남도,여자,95 - 99세,2014,1046
충청남도,여자,100세 이상,2014,138
충청남도,계,계,2015,2102811
충청남도,계,0 - 4세,2015,98388
충청남도,계,5 - 9세,2015,97390
충청남도,계,10 - 14세,2015,102891
충청남도,계,15 - 19세,2015,137444
충청남도,계,20 - 24세,2015,142632
충청남도,계,25 - 29세,2015,127450
충청남도,계,30 - 34세,2015,154752
충청남도,계,35 - 39세,2015,155202
충청남도,계,40 - 44세,2015,169527
충청남도,계,45 - 49세,2015,162010
충청남도,계,50 - 54세,2015,165773
충청남도,계,55 - 59세,2015,148927
충청남도,계,60 - 64세,2015,110736
충청남도,계,65 - 69세,2015,90895
충청남도,계,70 - 74세,2015,83725
충청남도,계,75 - 79세,2015,75958
충청남도,계,80세이상,2015,79111
충청남도,계,80 - 84세,2015,49179
충청남도,계,85 - 89세,2015,21373
충청남도,계,90 - 94세,2015,6944
충청남도,계,95 - 99세,2015,1443
충청남도,계,100세 이상,2015,172
충청남도,남자,계,2015,1075649
충청남도,남자,0 - 4세,2015,50700
충청남도,남자,5 - 9세,2015,50325
충청남도,남자,10 - 14세,2015,53353
충청남도,남자,15 - 19세,2015,71852
충청남도,남자,20 - 24세,2015,76796
충청남도,남자,25 - 29세,2015,71034
충청남도,남자,30 - 34세,2015,85367
충청남도,남자,35 - 39세,2015,83990
충청남도,남자,40 - 44세,2015,91276
충청남도,남자,45 - 49세,2015,85782
충청남도,남자,50 - 54세,2015,87452
충청남도,남자,55 - 59세,2015,75841
충청남도,남자,60 - 64세,2015,54699
충청남도,남자,65 - 69세,2015,44344
충청남도,남자,70 - 74세,2015,36583
충청남도,남자,75 - 79세,2015,30502
충청남도,남자,80세이상,2015,25753
충청남도,남자,80 - 84세,2015,17585
충청남도,남자,85 - 89세,2015,6204
충청남도,남자,90 - 94세,2015,1645
충청남도,남자,95 - 99세,2015,301
충청남도,남자,100세 이상,2015,18
충청남도,여자,계,2015,1027162
충청남도,여자,0 - 4세,2015,47688
충청남도,여자,5 - 9세,2015,47065
충청남도,여자,10 - 14세,2015,49538
충청남도,여자,15 - 19세,2015,65592
충청남도,여자,20 - 24세,2015,65836
충청남도,여자,25 - 29세,2015,56416
충청남도,여자,30 - 34세,2015,69385
충청남도,여자,35 - 39세,2015,71212
충청남도,여자,40 - 44세,2015,78251
충청남도,여자,45 - 49세,2015,76228
충청남도,여자,50 - 54세,2015,78321
충청남도,여자,55 - 59세,2015,73086
충청남도,여자,60 - 64세,2015,56037
충청남도,여자,65 - 69세,2015,46551
충청남도,여자,70 - 74세,2015,47142
충청남도,여자,75 - 79세,2015,45456
충청남도,여자,80세이상,2015,53358
충청남도,여자,80 - 84세,2015,31594
충청남도,여자,85 - 89세,2015,15169
충청남도,여자,90 - 94세,2015,5299
충청남도,여자,95 - 99세,2015,1142
충청남도,여자,100세 이상,2015,154
충청남도,계,계,2016,2126174
충청남도,계,0 - 4세,2016,96671
충청남도,계,5 - 9세,2016,100018
충청남도,계,10 - 14세,2016,97176
충청남도,계,15 - 19세,2016,136297
충청남도,계,20 - 24세,2016,147461
충청남도,계,25 - 29세,2016,127638
충청남도,계,30 - 34세,2016,149260
충청남도,계,35 - 39세,2016,158956
충청남도,계,40 - 44세,2016,165535
충청남도,계,45 - 49세,2016,169235
충청남도,계,50 - 54세,2016,158485
충청남도,계,55 - 59세,2016,160606
충청남도,계,60 - 64세,2016,121123
충청남도,계,65 - 69세,2016,96480
충청남도,계,70 - 74세,2016,80321
충청남도,계,75 - 79세,2016,74760
충청남도,계,80세이상,2016,86152
충청남도,계,80 - 84세,2016,54064
충청남도,계,85 - 89세,2016,22853
충청남도,계,90 - 94세,2016,7490
충청남도,계,95 - 99세,2016,1547
충청남도,계,100세 이상,2016,198
충청남도,남자,계,2016,1087515
충청남도,남자,0 - 4세,2016,49542
충청남도,남자,5 - 9세,2016,51803
충청남도,남자,10 - 14세,2016,50336
충청남도,남자,15 - 19세,2016,70852
충청남도,남자,20 - 24세,2016,79328
충청남도,남자,25 - 29세,2016,71283
충청남도,남자,30 - 34세,2016,82184
충청남도,남자,35 - 39세,2016,86503
충청남도,남자,40 - 44세,2016,88656
충청남도,남자,45 - 49세,2016,89958
충청남도,남자,50 - 54세,2016,83710
충청남도,남자,55 - 59세,2016,82019
충청남도,남자,60 - 64세,2016,60219
충청남도,남자,65 - 69세,2016,47051
충청남도,남자,70 - 74세,2016,35722
충청남도,남자,75 - 79세,2016,30142
충청남도,남자,80세이상,2016,28207
충청남도,남자,80 - 84세,2016,19543
충청남도,남자,85 - 89세,2016,6573
충청남도,남자,90 - 94세,2016,1771
충청남도,남자,95 - 99세,2016,301
충청남도,남자,100세 이상,2016,19
충청남도,여자,계,2016,1038659
충청남도,여자,0 - 4세,2016,47129
충청남도,여자,5 - 9세,2016,48215
충청남도,여자,10 - 14세,2016,46840
충청남도,여자,15 - 19세,2016,65445
충청남도,여자,20 - 24세,2016,68133
충청남도,여자,25 - 29세,2016,56355
충청남도,여자,30 - 34세,2016,67076
충청남도,여자,35 - 39세,2016,72453
충청남도,여자,40 - 44세,2016,76879
충청남도,여자,45 - 49세,2016,79277
충청남도,여자,50 - 54세,2016,74775
충청남도,여자,55 - 59세,2016,78587
충청남도,여자,60 - 64세,2016,60904
충청남도,여자,65 - 69세,2016,49429
충청남도,여자,70 - 74세,2016,44599
충청남도,여자,75 - 79세,2016,44618
충청남도,여자,80세이상,2016,57945
충청남도,여자,80 - 84세,2016,34521
충청남도,여자,85 - 89세,2016,16280
충청남도,여자,90 - 94세,2016,5719
충청남도,여자,95 - 99세,2016,1246
충청남도,여자,100세 이상,2016,179
충청남도,계,계,2017,2153380
충청남도,계,0 - 4세,2017,93942
충청남도,계,5 - 9세,2017,101997
충청남도,계,10 - 14세,2017,95939
충청남도,계,15 - 19세,2017,131692
충청남도,계,20 - 24세,2017,147756
충청남도,계,25 - 29세,2017,131090
충청남도,계,30 - 34세,2017,144017
충청남도,계,35 - 39세,2017,165871
충청남도,계,40 - 44세,2017,162998
충청남도,계,45 - 49세,2017,173684
충청남도,계,50 - 54세,2017,159431
충청남도,계,55 - 59세,2017,167155
충청남도,계,60 - 64세,2017,127505
충청남도,계,65 - 69세,2017,100421
충청남도,계,70 - 74세,2017,79040
충청남도,계,75 - 79세,2017,78006
충청남도,계,80세이상,2017,92836
충청남도,계,80 - 84세,2017,57264
충청남도,계,85 - 89세,2017,25522
충청남도,계,90 - 94세,2017,8017
충청남도,계,95 - 99세,2017,1813
충청남도,계,100세 이상,2017,220
충청남도,남자,계,2017,1103324
충청남도,남자,0 - 4세,2017,47921
충청남도,남자,5 - 9세,2017,52778
충청남도,남자,10 - 14세,2017,49694
충청남도,남자,15 - 19세,2017,68587
충청남도,남자,20 - 24세,2017,79804
충청남도,남자,25 - 29세,2017,73989
충청남도,남자,30 - 34세,2017,79425
충청남도,남자,35 - 39세,2017,90362
충청남도,남자,40 - 44세,2017,87193
충청남도,남자,45 - 49세,2017,92599
충청남도,남자,50 - 54세,2017,84227
충청남도,남자,55 - 59세,2017,85611
충청남도,남자,60 - 64세,2017,63664
충청남도,남자,65 - 69세,2017,48966
충청남도,남자,70 - 74세,2017,36185
충청남도,남자,75 - 79세,2017,31646
충청남도,남자,80세이상,2017,30673
충청남도,남자,80 - 84세,2017,20877
충청남도,남자,85 - 89세,2017,7481
충청남도,남자,90 - 94세,2017,1936
충청남도,남자,95 - 99세,2017,354
충청남도,남자,100세 이상,2017,25
충청남도,여자,계,2017,1050056
충청남도,여자,0 - 4세,2017,46021
충청남도,여자,5 - 9세,2017,49219
충청남도,여자,10 - 14세,2017,46245
충청남도,여자,15 - 19세,2017,63105
충청남도,여자,20 - 24세,2017,67952
충청남도,여자,25 - 29세,2017,57101
충청남도,여자,30 - 34세,2017,64592
충청남도,여자,35 - 39세,2017,75509
충청남도,여자,40 - 44세,2017,75805
충청남도,여자,45 - 49세,2017,81085
충청남도,여자,50 - 54세,2017,75204
충청남도,여자,55 - 59세,2017,81544
충청남도,여자,60 - 64세,2017,63841
충청남도,여자,65 - 69세,2017,51455
충청남도,여자,70 - 74세,2017,42855
충청남도,여자,75 - 79세,2017,46360
충청남도,여자,80세이상,2017,62163
충청남도,여자,80 - 84세,2017,36387
충청남도,여자,85 - 89세,2017,18041
충청남도,여자,90 - 94세,2017,6081
충청남도,여자,95 - 99세,2017,1459
충청남도,여자,100세 이상,2017,195
충청남도,계,계,2018,2177105
충청남도,계,0 - 4세,2018,89922
충청남도,계,5 - 9세,2018,101817
충청남도,계,10 - 14세,2018,97559
충청남도,계,15 - 19세,2018,126260
충청남도,계,20 - 24세,2018,147773
충청남도,계,25 - 29세,2018,134366
충청남도,계,30 - 34세,2018,140258
충청남도,계,35 - 39세,2018,170607
충청남도,계,40 - 44세,2018,160845
충청남도,계,45 - 49세,2018,177806
충청남도,계,50 - 54세,2018,159390
충청남도,계,55 - 59세,2018,173043
충청남도,계,60 - 64세,2018,137206
충청남도,계,65 - 69세,2018,102404
충청남도,계,70 - 74세,2018,79348
충청남도,계,75 - 79세,2018,79828
충청남도,계,80세이상,2018,98673
충청남도,계,80 - 84세,2018,59468
충청남도,계,85 - 89세,2018,28166
충청남도,계,90 - 94세,2018,8559
충청남도,계,95 - 99세,2018,2234
충청남도,계,100세 이상,2018,246
충청남도,남자,계,2018,1117512
충청남도,남자,0 - 4세,2018,45946
충청남도,남자,5 - 9세,2018,52440
충청남도,남자,10 - 14세,2018,50491
충청남도,남자,15 - 19세,2018,65822
충청남도,남자,20 - 24세,2018,80511
충청남도,남자,25 - 29세,2018,76187
충청남도,남자,30 - 34세,2018,77647
충청남도,남자,35 - 39세,2018,92808
충청남도,남자,40 - 44세,2018,86343
충청남도,남자,45 - 49세,2018,95086
충청남도,남자,50 - 54세,2018,84082
충청남도,남자,55 - 59세,2018,88981
충청남도,남자,60 - 64세,2018,68855
충청남도,남자,65 - 69세,2018,49854
충청남도,남자,70 - 74세,2018,37019
충청남도,남자,75 - 79세,2018,32693
충청남도,남자,80세이상,2018,32747
충청남도,남자,80 - 84세,2018,21815
충청남도,남자,85 - 89세,2018,8428
충청남도,남자,90 - 94세,2018,2055
충청남도,남자,95 - 99세,2018,415
충청남도,남자,100세 이상,2018,34
충청남도,여자,계,2018,1059593
충청남도,여자,0 - 4세,2018,43976
충청남도,여자,5 - 9세,2018,49377
충청남도,여자,10 - 14세,2018,47068
충청남도,여자,15 - 19세,2018,60438
충청남도,여자,20 - 24세,2018,67262
충청남도,여자,25 - 29세,2018,58179
충청남도,여자,30 - 34세,2018,62611
충청남도,여자,35 - 39세,2018,77799
충청남도,여자,40 - 44세,2018,74502
충청남도,여자,45 - 49세,2018,82720
충청남도,여자,50 - 54세,2018,75308
충청남도,여자,55 - 59세,2018,84062
충청남도,여자,60 - 64세,2018,68351
충청남도,여자,65 - 69세,2018,52550
충청남도,여자,70 - 74세,2018,42329
충청남도,여자,75 - 79세,2018,47135
충청남도,여자,80세이상,2018,65926
충청남도,여자,80 - 84세,2018,37653
충청남도,여자,85 - 89세,2018,19738
충청남도,여자,90 - 94세,2018,6504
충청남도,여자,95 - 99세,2018,1819
충청남도,여자,100세 이상,2018,212
충청남도,계,계,2019,2189132
충청남도,계,0 - 4세,2019,85074
충청남도,계,5 - 9세,2019,101166
충청남도,계,10 - 14세,2019,97857
충청남도,계,15 - 19세,2019,121220
충청남도,계,20 - 24세,2019,145945
충청남도,계,25 - 29세,2019,136444
충청남도,계,30 - 34세,2019,138078
충청남도,계,35 - 39세,2019,169411
충청남도,계,40 - 44세,2019,158204
충청남도,계,45 - 49세,2019,176605
충청남도,계,50 - 54세,2019,169174
충청남도,계,55 - 59세,2019,171315
충청남도,계,60 - 64세,2019,146976
충청남도,계,65 - 69세,2019,104793
충청남도,계,70 - 74세,2019,83079
충청남도,계,75 - 79세,2019,78444
충청남도,계,80세이상,2019,105347
충청남도,계,80 - 84세,2019,62282
충청남도,계,85 - 89세,2019,30767
충청남도,계,90 - 94세,2019,9807
충청남도,계,95 - 99세,2019,2212
충청남도,계,100세 이상,2019,279
충청남도,남자,계,2019,1124672
충청남도,남자,0 - 4세,2019,43361
충청남도,남자,5 - 9세,2019,52101
충청남도,남자,10 - 14세,2019,50643
충청남도,남자,15 - 19세,2019,62992
충청남도,남자,20 - 24세,2019,79447
충청남도,남자,25 - 29세,2019,77762
충청남도,남자,30 - 34세,2019,76883
충청남도,남자,35 - 39세,2019,91795
충청남도,남자,40 - 44세,2019,85140
충청남도,남자,45 - 49세,2019,94790
충청남도,남자,50 - 54세,2019,89151
충청남도,남자,55 - 59세,2019,88814
충청남도,남자,60 - 64세,2019,73810
충청남도,남자,65 - 69세,2019,50938
충청남도,남자,70 - 74세,2019,39517
충청남도,남자,75 - 79세,2019,32392
충청남도,남자,80세이상,2019,35136
충청남도,남자,80 - 84세,2019,22839
충청남도,남자,85 - 89세,2019,9497
충청남도,남자,90 - 94세,2019,2352
충청남도,남자,95 - 99세,2019,406
충청남도,남자,100세 이상,2019,42
충청남도,여자,계,2019,1064460
충청남도,여자,0 - 4세,2019,41713
충청남도,여자,5 - 9세,2019,49065
충청남도,여자,10 - 14세,2019,47214
충청남도,여자,15 - 19세,2019,58228
충청남도,여자,20 - 24세,2019,66498
충청남도,여자,25 - 29세,2019,58682
충청남도,여자,30 - 34세,2019,61195
충청남도,여자,35 - 39세,2019,77616
충청남도,여자,40 - 44세,2019,73064
충청남도,여자,45 - 49세,2019,81815
충청남도,여자,50 - 54세,2019,80023
충청남도,여자,55 - 59세,2019,82501
충청남도,여자,60 - 64세,2019,73166
충청남도,여자,65 - 69세,2019,53855
충청남도,여자,70 - 74세,2019,43562
충청남도,여자,75 - 79세,2019,46052
충청남도,여자,80세이상,2019,70211
충청남도,여자,80 - 84세,2019,39443
충청남도,여자,85 - 89세,2019,21270
충청남도,여자,90 - 94세,2019,7455
충청남도,여자,95 - 99세,2019,1806
충청남도,여자,100세 이상,2019,237
충청남도,계,계,2020,2176641
충청남도,계,0 - 4세,2020,77960
충청남도,계,5 - 9세,2020,100270
충청남도,계,10 - 14세,2020,98940
충청남도,계,15 - 19세,2020,110232
충청남도,계,20 - 24세,2020,139136
충청남도,계,25 - 29세,2020,135374
충청남도,계,30 - 34세,2020,135086
충청남도,계,35 - 39세,2020,161086
충청남도,계,40 - 44세,2020,159659
충청남도,계,45 - 49세,2020,174601
충청남도,계,50 - 54세,2020,167748
충청남도,계,55 - 59세,2020,171937
충청남도,계,60 - 64세,2020,154780
충청남도,계,65 - 69세,2020,112640
충청남도,계,70 - 74세,2020,89237
충청남도,계,75 - 79세,2020,77517
충청남도,계,80세이상,2020,110438
충청남도,계,80 - 84세,2020,62895
충청남도,계,85 - 89세,2020,34133
충청남도,계,90 - 94세,2020,10837
충청남도,계,95 - 99세,2020,2237
충청남도,계,100세 이상,2020,336
충청남도,남자,계,2020,1117283
충청남도,남자,0 - 4세,2020,39765
충청남도,남자,5 - 9세,2020,51552
충청남도,남자,10 - 14세,2020,51145
충청남도,남자,15 - 19세,2020,57214
충청남도,남자,20 - 24세,2020,75452
충청남도,남자,25 - 29세,2020,77501
충청남도,남자,30 - 34세,2020,75241
충청남도,남자,35 - 39세,2020,87364
충청남도,남자,40 - 44세,2020,85610
충청남도,남자,45 - 49세,2020,93373
충청남도,남자,50 - 54세,2020,88329
충청남도,남자,55 - 59세,2020,89900
충청남도,남자,60 - 64세,2020,77743
충청남도,남자,65 - 69세,2020,55000
충청남도,남자,70 - 74세,2020,42716
충청남도,남자,75 - 79세,2020,32443
충청남도,남자,80세이상,2020,36935
충청남도,남자,80 - 84세,2020,23190
충청남도,남자,85 - 89세,2020,10657
충청남도,남자,90 - 94세,2020,2605
충청남도,남자,95 - 99세,2020,426
충청남도,남자,100세 이상,2020,57
충청남도,여자,계,2020,1059358
충청남도,여자,0 - 4세,2020,38195
충청남도,여자,5 - 9세,2020,48718
충청남도,여자,10 - 14세,2020,47795
충청남도,여자,15 - 19세,2020,53018
충청남도,여자,20 - 24세,2020,63684
충청남도,여자,25 - 29세,2020,57873
충청남도,여자,30 - 34세,2020,59845
충청남도,여자,35 - 39세,2020,73722
충청남도,여자,40 - 44세,2020,74049
충청남도,여자,45 - 49세,2020,81228
충청남도,여자,50 - 54세,2020,79419
충청남도,여자,55 - 59세,2020,82037
충청남도,여자,60 - 64세,2020,77037
충청남도,여자,65 - 69세,2020,57640
충청남도,여자,70 - 74세,2020,46521
충청남도,여자,75 - 79세,2020,45074
충청남도,여자,80세이상,2020,73503
충청남도,여자,80 - 84세,2020,39705
충청남도,여자,85 - 89세,2020,23476
충청남도,여자,90 - 94세,2020,8232
충청남도,여자,95 - 99세,2020,1811
충청남도,여자,100세 이상,2020,279
충청남도,계,계,2021,2175014
충청남도,계,0 - 4세,2021,71124
충청남도,계,5 - 9세,2021,97973
충청남도,계,10 - 14세,2021,101312
충청남도,계,15 - 19세,2021,103968
충청남도,계,20 - 24세,2021,135035
충청남도,계,25 - 29세,2021,134329
충청남도,계,30 - 34세,2021,132416
충청남도,계,35 - 39세,2021,153619
충청남도,계,40 - 44세,2021,162846
충청남도,계,45 - 49세,2021,170374
충청남도,계,50 - 54세,2021,174956
충청남도,계,55 - 59세,2021,163725
충청남도,계,60 - 64세,2021,167129
충청남도,계,65 - 69세,2021,122683
충청남도,계,70 - 74세,2021,94462
충청남도,계,75 - 79세,2021,74252
충청남도,계,80세이상,2021,114811
충청남도,계,80 - 84세,2021,62348
충청남도,계,85 - 89세,2021,37811
충청남도,계,90 - 94세,2021,11824
충청남도,계,95 - 99세,2021,2452
충청남도,계,100세 이상,2021,376
충청남도,남자,계,2021,1116221
충청남도,남자,0 - 4세,2021,36407
충청남도,남자,5 - 9세,2021,50132
충청남도,남자,10 - 14세,2021,52562
충청남도,남자,15 - 19세,2021,53645
충청남도,남자,20 - 24세,2021,72626
충청남도,남자,25 - 29세,2021,76988
충청남도,남자,30 - 34세,2021,73893
충청남도,남자,35 - 39세,2021,83238
충청남도,남자,40 - 44세,2021,87727
충청남도,남자,45 - 49세,2021,90721
충청남도,남자,50 - 54세,2021,92478
충청남도,남자,55 - 59세,2021,85731
충청남도,남자,60 - 64세,2021,84457
충청남도,남자,65 - 69세,2021,60223
충청남도,남자,70 - 74세,2021,45151
충청남도,남자,75 - 79세,2021,31724
충청남도,남자,80세이상,2021,38518
충청남도,남자,80 - 84세,2021,23151
충청남도,남자,85 - 89세,2021,12006
충청남도,남자,90 - 94세,2021,2830
충청남도,남자,95 - 99세,2021,478
충청남도,남자,100세 이상,2021,53
충청남도,여자,계,2021,1058793
충청남도,여자,0 - 4세,2021,34717
충청남도,여자,5 - 9세,2021,47841
충청남도,여자,10 - 14세,2021,48750
충청남도,여자,15 - 19세,2021,50323
충청남도,여자,20 - 24세,2021,62409
충청남도,여자,25 - 29세,2021,57341
충청남도,여자,30 - 34세,2021,58523
충청남도,여자,35 - 39세,2021,70381
충청남도,여자,40 - 44세,2021,75119
충청남도,여자,45 - 49세,2021,79653
충청남도,여자,50 - 54세,2021,82478
충청남도,여자,55 - 59세,2021,77994
충청남도,여자,60 - 64세,2021,82672
충청남도,여자,65 - 69세,2021,62460
충청남도,여자,70 - 74세,2021,49311
충청남도,여자,75 - 79세,2021,42528
충청남도,여자,80세이상,2021,76293
충청남도,여자,80 - 84세,2021,39197
충청남도,여자,85 - 89세,2021,25805
충청남도,여자,90 - 94세,2021,8994
충청남도,여자,95 - 99세,2021,1974
충청남도,여자,100세 이상,2021,323
충청남도,계,계,2022,2185996
충청남도,계,0 - 4세,2022,65086
충청남도,계,5 - 9세,2022,93966
충청남도,계,10 - 14세,2022,102654
충청남도,계,15 - 19세,2022,105190
충청남도,계,20 - 24세,2022,132220
충청남도,계,25 - 29세,2022,133270
충청남도,계,30 - 34세,2022,133301
충청남도,계,35 - 39세,2022,146177
충청남도,계,40 - 44세,2022,168393
충청남도,계,45 - 49세,2022,166446
충청남도,계,50 - 54세,2022,178722
충청남도,계,55 - 59세,2022,164487
충청남도,계,60 - 64세,2022,173363
충청남도,계,65 - 69세,2022,129281
충청남도,계,70 - 74세,2022,98516
충청남도,계,75 - 79세,2022,73246
충청남도,계,80세이상,2022,121678
충청남도,계,80 - 84세,2022,65422
충청남도,계,85 - 89세,2022,39941
충청남도,계,90 - 94세,2022,13272
충청남도,계,95 - 99세,2022,2625
충청남도,계,100세 이상,2022,418
충청남도,남자,계,2022,1123401
충청남도,남자,0 - 4세,2022,33280
충청남도,남자,5 - 9세,2022,48046
충청남도,남자,10 - 14세,2022,53206
충청남도,남자,15 - 19세,2022,54434
충청남도,남자,20 - 24세,2022,71138
충청남도,남자,25 - 29세,2022,76542
충청남도,남자,30 - 34세,2022,74900
충청남도,남자,35 - 39세,2022,79407
충청남도,남자,40 - 44세,2022,90768
충청남도,남자,45 - 49세,2022,88472
충청남도,남자,50 - 54세,2022,94863
충청남도,남자,55 - 59세,2022,86116
충청남도,남자,60 - 64세,2022,87938
충청남도,남자,65 - 69세,2022,63762
충청남도,남자,70 - 74세,2022,47116
충청남도,남자,75 - 79세,2022,32321
충청남도,남자,80세이상,2022,41092
충청남도,남자,80 - 84세,2022,24495
충청남도,남자,85 - 89세,2022,12804
충청남도,남자,90 - 94세,2022,3209
충청남도,남자,95 - 99세,2022,522
충청남도,남자,100세 이상,2022,62
충청남도,여자,계,2022,1062595
충청남도,여자,0 - 4세,2022,31806
충청남도,여자,5 - 9세,2022,45920
충청남도,여자,10 - 14세,2022,49448
충청남도,여자,15 - 19세,2022,50756
충청남도,여자,20 - 24세,2022,61082
충청남도,여자,25 - 29세,2022,56728
충청남도,여자,30 - 34세,2022,58401
충청남도,여자,35 - 39세,2022,66770
충청남도,여자,40 - 44세,2022,77625
충청남도,여자,45 - 49세,2022,77974
충청남도,여자,50 - 54세,2022,83859
충청남도,여자,55 - 59세,2022,78371
충청남도,여자,60 - 64세,2022,85425
충청남도,여자,65 - 69세,2022,65519
충청남도,여자,70 - 74세,2022,51400
충청남도,여자,75 - 79세,2022,40925
충청남도,여자,80세이상,2022,80586
충청남도,여자,80 - 84세,2022,40927
충청남도,여자,85 - 89세,2022,27137
충청남도,여자,90 - 94세,2022,10063
충청남도,여자,95 - 99세,2022,2103
충청남도,여자,100세 이상,2022,356
충청남도,계,계,2023,2204306
충청남도,계,0 - 4세,2023,60484
충청남도,계,5 - 9세,2023,89250
충청남도,계,10 - 14세,2023,101906
충청남도,계,15 - 19세,2023,103931
충청남도,계,20 - 24세,2023,131537
충청남도,계,25 - 29세,2023,134651
충청남도,계,30 - 34세,2023,137633
충청남도,계,35 - 39세,2023,141697
충청남도,계,40 - 44세,2023,171732
충청남도,계,45 - 49세,2023,163732
충청남도,계,50 - 54세,2023,182707
충청남도,계,55 - 59세,2023,164608
충청남도,계,60 - 64세,2023,180042
충청남도,계,65 - 69세,2023,139151
충청남도,계,70 - 74세,2023,100432
충청남도,계,75 - 79세,2023,73956
충청남도,계,80세이상,2023,126857
충청남도,계,80 - 84세,2023,67252
충청남도,계,85 - 89세,2023,41535
충청남도,계,90 - 94세,2023,14733
충청남도,계,95 - 99세,2023,2851
충청남도,계,100세 이상,2023,486
충청남도,남자,계,2023,1136294
충청남도,남자,0 - 4세,2023,30968
충청남도,남자,5 - 9세,2023,45770
충청남도,남자,10 - 14세,2023,52618
충청남도,남자,15 - 19세,2023,54237
충청남도,남자,20 - 24세,2023,70364
충청남도,남자,25 - 29세,2023,78532
충청남도,남자,30 - 34세,2023,78238
충청남도,남자,35 - 39세,2023,77607
충청남도,남자,40 - 44세,2023,92482
충청남도,남자,45 - 49세,2023,87122
충청남도,남자,50 - 54세,2023,97169
충청남도,남자,55 - 59세,2023,86009
충청남도,남자,60 - 64세,2023,91863
충청남도,남자,65 - 69세,2023,68988
충청남도,남자,70 - 74세,2023,47995
충청남도,남자,75 - 79세,2023,33387
충청남도,남자,80세이상,2023,42945
충청남도,남자,80 - 84세,2023,25438
충청남도,남자,85 - 89세,2023,13320
충청남도,남자,90 - 94세,2023,3580
충청남도,남자,95 - 99세,2023,540
충청남도,남자,100세 이상,2023,67
충청남도,여자,계,2023,1068012
충청남도,여자,0 - 4세,2023,29516
충청남도,여자,5 - 9세,2023,43480
충청남도,여자,10 - 14세,2023,49288
충청남도,여자,15 - 19세,2023,49694
충청남도,여자,20 - 24세,2023,61173
충청남도,여자,25 - 29세,2023,56119
충청남도,여자,30 - 34세,2023,59395
충청남도,여자,35 - 39세,2023,64090
충청남도,여자,40 - 44세,2023,79250
충청남도,여자,45 - 49세,2023,76610
충청남도,여자,50 - 54세,2023,85538
충청남도,여자,55 - 59세,2023,78599
충청남도,여자,60 - 64세,2023,88179
충청남도,여자,65 - 69세,2023,70163
충청남도,여자,70 - 74세,2023,52437
충청남도,여자,75 - 79세,2023,40569
충청남도,여자,80세이상,2023,83912
충청남도,여자,80 - 84세,2023,41814
충청남도,여자,85 - 89세,2023,28215
충청남도,여자,90 - 94세,2023,11153
